created_at,full_text,url,user/location,user_id_str
Fri Nov 24 23:31:13 +0000 2023,"@EdKrassen Iran,  -$6 Billion
Israel &amp; Palestine -$114 Billion 
Strategic Petroleum Reserve -$70Billion 
to buy cheap gas

Total -$190Billion

-Unemployment, Not back to Pre Pandemic levels
 
-Biden has successfully  created chaos, War and dissention. Job Done!

Trump doesn’t look so bad. https://t.co/r0MZu6E9Eu",https://twitter.com/FreedomJack_org/status/1728194590681792710,CA US,16047054
Fri Nov 24 23:34:50 +0000 2023,"Trumps Abraham Accords like 90% of his ""accomplishments"" were a lie and a joke - it created ""peace"" between countries not at war and did not include Palestine, Hamas or Iran .. It's amazing what the MAGABillies will believe",https://twitter.com/JimmyStreich/status/1728195501567127867,Rural Pennsylvania,4716565044
Fri Nov 24 23:33:30 +0000 2023,"Correct. Palestinians who murder or attempt to murder Israelis end up in jail. 

After they’re released the really dumb ones try and murder Israelis again. So they end up back in jail. 

Logical, right?

If they were caught trying to murder in Iran they’d be sentenced to death.",https://twitter.com/KlarsfeldMatkal/status/1728195167318884476,Everywhere,1722826848063668224
Fri Nov 24 23:35:04 +0000 2023,"As an Irish immigrant, I am angry to see this happening - it is a potent reminder of the threat extremist fanaticism poses everywhere. My wife (who fled Iran at the onset of the revolution in 1979) and I deeply appreciate democracy and the constant care required to protect it…",https://twitter.com/ConorForAZ/status/1728195560895889745,"Scottsdale, AZ",1660111589687848961
Fri Nov 24 22:45:34 +0000 2023,"In a detailed report, alarming educational disparities faced by Ahwazi Arab children in Iran have been highlighted. Systemic discrimination, coupled with inadequate resource allocation and cultural suppression, are key factors contributing to this crisis. The findings demand…",https://twitter.com/BabekChelebi/status/1728183101006700821,"Washington, DC",1592549867922006018
Fri Nov 24 23:00:01 +0000 2023,"🔶#DailyNews   

🔸Civilians killed in escalating Turkish attacks  
🔸Pro-Kurdish opposition party to alter abbreviation 🔸Iran executes another protester  
🔸Sweden 'unable' to join upcoming NATO meeting  

Spotify: https://t.co/KslA4extvM

Apple: https://t.co/F7WEY0e1vQ https://t.co/hLDk3nJp6X",https://twitter.com/medyanews_/status/1728186740144488805,"Kurdistan, Worldwide",1275475606684172290
Fri Nov 24 23:35:47 +0000 2023,@POTUS Now call out Iran 🇮🇷,https://twitter.com/TheSouthGAJohn/status/1728195739380281357,"Georgia, US",1589780704853999616
Fri Nov 24 23:13:00 +0000 2023,"@alireigns1011 @UN @UNWatch #VahidAfkari , brother of #NavidAfkari who was executed in 2020 by the Islamic regime in Iran, has been in solitary confinement for “1176 DAYS”.

His crime?
Being a protester and brother of Navid Afkari.

@UN @UNWatch , your silence endorses the regime’s crimes.
Do you hear us? https://t.co/JLCxVQgnX7",https://twitter.com/Sheila75690425/status/1728190008610422894,AR,1573412653392809984
Fri Nov 24 22:30:35 +0000 2023,"#Ahwazi Arab children in Iran suffer extreme education discrimination

Worse educational opportunities in Iran. Teaching in Arabic banned. Forced to learn Farsi &amp; Persian supremacist history. Arabs depicted as primitive. 16+% illiteracy

@Brian_Whit

Via @samireza42",https://twitter.com/PeterTatchell/status/1728179332307378559,London ,31135856
Fri Nov 24 23:24:39 +0000 2023,"@ResisterSis20 Reagan allowed Iran to keep 66 Americans in captivity for months so he could get elected . Trump released 5000 Taliban , left the kurds to die
Nixon played footsie with Vietnam to help get elected . These parties are not the same .",https://twitter.com/canukchristina/status/1728192940324110809,United States,1111314165027782661
Fri Nov 24 22:54:35 +0000 2023,At the #IAEA BoG session closed today the Western states expressed numerous complaints and concerns about deviations of #Iran from the #JCPOA. We can’t take them seriously. All these deviations can be easily removed if the JCPIA is restored. But the West blocks this option.,https://twitter.com/Amb_Ulyanov/status/1728185374105554985,"Vienna, Austria",1122618943225643009
Fri Nov 24 23:13:18 +0000 2023,"@bfrye21 @EdKrassen When you support the fossil fuel industry.
Iran, Iraq, Saudi Arabia and Russia thank you! 

If the US stopped using oil, or majorly reduced its use, those countries would be powerless!",https://twitter.com/RogerVPatterson/status/1728190083344527469,"Colorado Springs, CO",3534337632
Fri Nov 24 23:21:47 +0000 2023,Curious what Thailand provided Iran under the table for this assistance?  https://t.co/XqnG7FKVkw,https://twitter.com/Mpolymer/status/1728192217448071453,"Vienna, VA - OBX, NC",221377660
Fri Nov 24 23:20:03 +0000 2023,"The Islamic Republic of Execution hanged a 17-year old boy this morning. Sometimes as Iranians  it feels like we are screaming into the void! @UNICEF @UNHumanRights @hrw @antonioguterres @amnesty #HamidrezaAzari
#IRGCterrorists #Iran #HumanRights #StopExecutionsinIran",https://twitter.com/BeIransvoice_/status/1728191779034558701,UK,1596974300564754432
Fri Nov 24 23:35:46 +0000 2023,"@giftgab538 HE NEED,S TO GO IN FONT OF CONGESS
AND EXPLAIN TO US -WHY HE WAS GOING BACK AND FORTH TO IRAN IN THE TRUMP YEAR,S
WHY ? WHAT FOR WAS HE A FOREIGN AGENT
AND WAS HE LEGALLY DOING WHAT ?",https://twitter.com/BoBoman90503791/status/1728195735911592108,VA US,1518798400040316928
Fri Nov 24 23:56:41 +0000 2023,"True but Hamas AND the Islamist regime in Iran attacked Israel to destroy peace. 

Peace between Arabs, Persians and Israelis, between Muslims, Christians and Jews is an existential threat to Khamenei.",https://twitter.com/mdubowitz/status/1728200999108858270,Washington DC,48252327
Fri Nov 24 23:01:52 +0000 2023,@MarkJacob16 Anyone who is praising her foreign policy either doesn’t know her past or they don’t know foreign policy or both. She flip-flopped on the Iran nuclear deal Trump pulled out of. She actually thought Trump could make the deal better. Whatever gave her that idea?,https://twitter.com/LydiaPhalen/status/1728187205074682065,"Houston, Texas",396244829
Fri Nov 24 23:11:03 +0000 2023,"Biden secured the repatriation of zero US hostages. 
Biden thanks Hamas’s leadership’s host the Qataris.
Biden sends Iran billions while their proxies attack our troops. 

Biden’s only goal is to fund every side of this conflict. Biden’s weakness invites more carnage.",https://twitter.com/joekent16jan19/status/1728189515813278083,"Battle Ground, WA",1187808818522030080
Fri Nov 24 23:46:54 +0000 2023,"🆘My Friends and Fellow Americans.OF COURSE US Gun Ownership at RECORD HIGH.MOST households have MORE THAN ONE Gun,MORE people CONCEALED CARRYING!Why:Open Borders,Got a Ways,Terror Watch list entering our country,Iran &amp;N.Korea.BIDEN NOT PROTECTING USA ✅🇺🇸 https://t.co/08LUmLoMjQ",https://twitter.com/groth1945/status/1728198538348433551,"Nashua, NH",905153319253004288
Fri Nov 24 23:44:05 +0000 2023,@emilykschrader Such barbarians! I don't know how non-arab countries like Iran and Israel can stand to be surrounded by cavemen arabs! 🤢🤮,https://twitter.com/SuSuman03795771/status/1728197828173078965,USA,1532480887849377810
Fri Nov 24 22:53:36 +0000 2023,"@Hedgesgurl Wow, that’s pure desperation on their part and not sounding too good on the “we’re probably going to war with Iran front” …walking door to door with a list of 18 year olds! Wow! They desperately are looking for warm bodies before they have to resort to a draft.",https://twitter.com/TwoThousand_17/status/1728185124544757935,Native Lands ,708383218081202176
Fri Nov 24 23:11:14 +0000 2023,"@ShitpostGate Armed forces in the Middle East and North Africa:

🇪🇬 Egypt: 836,000 personnel
🇮🇷 Iran: 650,000
🇮🇶 Iraq: 341,000
🇩🇿 Algeria: 317,000
🇸🇾 Syria: 269,000
🇸🇦 Saudi Arabia: 252,000
🇲🇦 Morocco: 246,000
🇮🇱 Israel: 178,000
🇯🇴 Jordan: 116,000
🇱🇧 Lebanon: 80,000
🇦🇪 United Arab Emirates:…",https://twitter.com/ennisoreilly/status/1728189563338932661,DM Requests,3226369957
Fri Nov 24 23:13:25 +0000 2023,@KrauseForIowa @JillEHughes We can't fall into the trap of multiple proxy wars....for too long. Russia and Iran require an offensive solution.,https://twitter.com/blu_kryptonian/status/1728190111987400876,VA US,826255472546238465
Fri Nov 24 23:20:29 +0000 2023,"Israel tried to proscribe 6 Israeli humanitarian or rights organisations. It calls all forms of dissent “terrorism” - that’s the mark of a rogue regime a la Putin, Assad or Iran. A UN investigation found these Israeli claims baseless. Many such Israeli NGOs are funded by the EU",https://twitter.com/habibahamid/status/1728191890200412395,DCA + FL + LON + IST + DXB,21881398
Fri Nov 24 22:32:24 +0000 2023,@RNCResearch Or maybe because he pumped billion into Iran and they had massive amounts of money to finance their offensive,https://twitter.com/JeffPipelayerxl/status/1728179789406916790,Eldorado Ca,1898602526
Fri Nov 24 23:02:44 +0000 2023,"FOUR times they were attacked by Iran’s proxy fighters. 

There are also sailors and Marines on board warships, prepared to get the backs of our ally, Israel, if we need to in a more forceful way. 

And did you know that that we still have troops in Niger?",https://twitter.com/jaslow/status/1728187422222229923,"North Carolina, USA",45743241
Fri Nov 24 22:46:11 +0000 2023,@BidenHQ You did nothing and you enabled Iran.,https://twitter.com/phvb58/status/1728183258016632859,"Virginia, USA",1590441553096589316
Fri Nov 24 23:00:38 +0000 2023,"@pasqueflower19 He paid for Hamas' training, weapons and tunnels via Iran. He interfered in internal Israeli matters by funding anti-Likud protests and very likely opposition politicians like Benny Ganz among others. It's Biden's war and he wants to play.",https://twitter.com/michelle1956/status/1728186892636877266,"California, USA",21895409
Fri Nov 24 23:30:04 +0000 2023,"This is UK not Iran or Iraq, the comment says do we know what we are doing?",https://twitter.com/aburummana/status/1728194300251447437,"Tampa, Florida",250836067
Fri Nov 24 23:52:55 +0000 2023,"@MuhammadUmayyah It’s funny Irani Rawafidh never want to talk about who was giving them millions in funding and weapons during Iran-Iraq war. 

Hint: the Zionists

And Iran assisted U.S in taking down Taliban and Saddam.",https://twitter.com/Hanaaabilah/status/1728200051091251656,"Las Vegas, Nevada",1106032161008738304
Fri Nov 24 22:50:00 +0000 2023,"#Iran executed another participant of the nationwide protests sparked by the death of #JînaMahsaAmini. Iran has hanged eight protesters to date and has over 100 others on death row.

https://t.co/IYoEYPR0V3 https://t.co/wMSzkbZo5n",https://twitter.com/1MedyaNews/status/1728184217404923910,"Kurdistan, Worldwide",1496033230906175489
Fri Nov 24 23:37:51 +0000 2023,@CollinRugg ⚠️🔥 yeah I don’t know this seems fishy what happened they showed a passport license from one of the occupants that was from Iran and then they said it was filled with explosives I posted a minute and a half video where the guy said he thought it was a black Bentley but he said…,https://twitter.com/tparon/status/1728196260371263970,"Ann Arbor, MI",146221290
Fri Nov 24 23:00:15 +0000 2023,@NotHoodlum Ronald Reagan was as corrupt as Trump. He was involved in the Arms for Hostages cover up with Oliver North. They deliberately stopped the American Hostages being held captive in Iran so President Carter would lose his reelection!,https://twitter.com/RamsRule2024/status/1728186798525047295, ,1562164800766914560
Fri Nov 24 23:04:12 +0000 2023,"Biden: “I cannot prove what I’m about to say…” Right. Because every word that drools out of Joe Biden’s lips is spin to bolster his ego.

Temporary ceasefire was brokered by Qatar, an ally of Iran. To get back 50 hostages, Israel must release 150 convicted jihadists.

A…",https://twitter.com/ToscaAusten/status/1728187790234362230,DeBlasio Cuomo Refugee,4769536303
Fri Nov 24 23:41:39 +0000 2023,@llggeorgia Well BBC need to stay neutral and all the staff there. Matter of fact all UK should be neutral and Israel should take care of itself. If they want to fight Iran go ahead stop using British money for support a desperate gov in Israel. Already sent 2 ships. We have nothing to do…,https://twitter.com/seddik_ber/status/1728197216286781851,Earth,1711520252805132288
Fri Nov 24 23:35:54 +0000 2023,"Thanks for cutting &amp; pasting the article so I don't have to @GrayConnolly. A few thoughts on how #Iran's disparate collection of friends, allies and clients work to advance the Islamic Republic's strategic aims. #Hezbollah #Gaza #Israel",https://twitter.com/RodgerShanahan/status/1728195768702644341,"Sydney, Australia",297944652
Fri Nov 24 23:23:46 +0000 2023,"@bennyjohnson How hard is it to figure out, Benny? 

 Iran does not want Israel recognized. Hamas does not want Israel recognized. 

This was follow-up on Biden's part to get Saudis to actually follow through on the Abraham Accords. 

Hamas attacked because of this and Netanyahu's right shift.",https://twitter.com/justicenow_alan/status/1728192715702030446,here somewhere,1269737683213049858
Fri Nov 24 22:36:30 +0000 2023,"@ShotGun_Bonnie I love your sentiment here, but I worry an attack on Iran would help lead to our third world war.",https://twitter.com/edgiesversion/status/1728180820102586476,"Cheshire, CT",326006771
Fri Nov 24 23:00:39 +0000 2023,"@RNCResearch Could it possibly have something to do with the billions of dollars he gave to Iran? Seemed to happen right after that. Like paying for a service. 
Naturally I am sure that the RNC got there cut  ($$$) in helping him pass that bill.",https://twitter.com/williamwfb12345/status/1728186896764080299, ,1519497263046922240
Fri Nov 24 23:13:14 +0000 2023,"@yashar Arab nations don't support them they consider them the same way they consider Iran and the Persian people as non Muslim.
People forget the little dust up called desert shield and the disdain the Arabs had for Iran and their proxies hell they didn't care much about Iraq either.",https://twitter.com/c_hoggatt/status/1728190065548112094, ,1587506666718781440
Fri Nov 24 23:39:00 +0000 2023,@DDG43USN @RobManess @KevinsWorld64 It doesn’t stop there this blow hole opens the oil trade to Iran gives them billions filling there war chest. Oh look Israel gets attacked. Since then hunters gun charge dropped irs charges gone and more then I can list here removed from the news.,https://twitter.com/Bills69855517/status/1728196551820882301,"Massachusetts, MA",1634937754684456962
Fri Nov 24 22:54:43 +0000 2023,@POTUS ONLY 13?! WHAT ARE YOU DOING NOW BIDEN?! Other than funding Iran and Hamas?!,https://twitter.com/JoshuaHosler/status/1728185405277938035,"Colorado Springs, CO",3059814891
Fri Nov 24 23:36:18 +0000 2023,"@MaximizedWages @tomselliott Trump never gave Iran a red nickel. Democrats have given them billions, maybe a trillion, and we see what hamas has done and this clown expects Americans to eat the chit he’s shoveling. Right.",https://twitter.com/bluejeanbluz/status/1728195870460666325, ,784784705090625538
Fri Nov 24 23:44:11 +0000 2023,"Juvenile offender executed in #Iran; #HamidrezaAzari, 17, had been sentenced to death for murder by IR judge at the Criminal Court branch in Sabzevar. He was put to death in the early hours of this morning in the city’s central prison. #حمیدرضا_آذری
@UNICEF @AmnestyIran @guardian",https://twitter.com/Javanmardi75/status/1728197853083034005,"Washington, DC ",542347917
Fri Nov 24 23:03:32 +0000 2023,"@ShotGun_Bonnie @KoolMLA Nope, Hamas attacked Israel because 🐷💩for🧠Biden gave Iran billions to do it!! Biden has always been a evil warmonger, he loves blood money, it's his favorite kind.",https://twitter.com/ranaway22337105/status/1728187623724691893,MS,1473183097004953603
Fri Nov 24 23:25:25 +0000 2023,Idk why I hate Iran so bad I just do there’s nothing but bad vibes from that country,https://twitter.com/diyadgaf/status/1728193131823366258,NY,1525547566179487745
Fri Nov 24 23:42:20 +0000 2023,@Utpalupad15218 @SHAMINDU_MUKHJE Somehow not very fond of the urdu language.probably because i lived in Iran and spoke and understood farsi at that time(have forgotten now)and love hindi in its pure form cant understand the love for this mixed up https://t.co/nhyq3dNlzy’s similar to the bengali spoken in Bd,https://twitter.com/Anumita56439188/status/1728197389604036713,Maine,1252189017916928002
Fri Nov 24 23:16:52 +0000 2023,@UN @UN_Women I couldn’t see that from your reaction to 10/07. The actions of the regime in Iran are becoming more and more brutal. Which presidency does this country currently have at UN? You don’t convince me!,https://twitter.com/weidi_i/status/1728190979260416381,Baden-Württemberg,558021440
Fri Nov 24 23:44:06 +0000 2023,@wcbuecker @JerryOaksmith @RpsAgainstTrump Trump released 5000 Taliban terrorists and gave them Afghanistan. Then agreed to pull us out by a certain time and he was not President. Everyone seems to forget about the Iranian general he had assassinated. Iran still has a bounty on Trump.,https://twitter.com/bjdrues/status/1728197835278135535,USA,365259831
Fri Nov 24 23:00:00 +0000 2023,@RichardGrenell Remeber Iran-Contra? Who was the President?,https://twitter.com/acnewsitics/status/1728186736537420058,"Los Angeles, California",1080188052365029376
Fri Nov 24 22:52:03 +0000 2023,"The execution of juvenile offenders constitutes a clear violation of human rights, as outlined in the Convention on the Rights of the Child (CRC) and the International Covenant on Civil and Political Rights (ICCPR).

Iran is a signatory to both treaties.",https://twitter.com/MEMOrganization/status/1728184735950848162,United States,1197133959311843328
Fri Nov 24 23:42:37 +0000 2023,"I have read some comments using the plot of the series to the detriment of Iran and in favor of Turkey. I would like to remember that the series is fiction, and it begins with some Turkish gangsters who kill each other. 

#AdımFarah",https://twitter.com/SilviaKlbk/status/1728197459900612659,Spain,1165622046807736320
Fri Nov 24 22:52:38 +0000 2023,"@Aine_Dragon_ @helen44767171 That 10 Billion he sent to Iran should have bought a few hostages, no?",https://twitter.com/roaming_rn/status/1728184880063025588,"Florida, USA",1586342767357198337
Fri Nov 24 23:55:16 +0000 2023,@MarxFemAvery @heshidicjudaism The only MENA country east of Iraq is Iran? 😭,https://twitter.com/jihadi_commie/status/1728200644161597893,Republic of Mahabad 1946,960260506169815047
Fri Nov 24 22:50:36 +0000 2023,@wziminer @CanfieldKenny I've been doing a lot of BLOCKING lately since Oct. 7th of deranged haters of Jews &amp; haters of Iran which seem to be plentiful on this platform.,https://twitter.com/KarmelMelamed/status/1728184369402335239,California,592122714
Fri Nov 24 23:44:55 +0000 2023,"Yet the @WhiteHouse continues to send pallets of cash to Iran

Resign @JoeBiden

Abolish the @DNC

Netanyahu adviser explains why he's 'not surprised' Americans weren't among Hamas hostages released

https://t.co/yeNwkLZIYo",https://twitter.com/Joe7993/status/1728198040694194627,"Texas, USA",1156850474047459328
Fri Nov 24 23:07:08 +0000 2023,"@i_iratus I’ve have ‘transitioned’ from expat to Pom
In pre-revolutionary Iran, Indian and Malaysia the companies were in some way hangovers from colonial institutions
In NL I was an economic migrant.
Now in a country where 97% are immigrants I’m just a Pom.
I can’t see @Eyeswideopen69 😢",https://twitter.com/Krysdargent/status/1728188529371738559,The Last Continent. XXXX,949182447672950784
Fri Nov 24 23:43:30 +0000 2023,"@muhammadshehad2 PIJ is not a minor group, they are supported and funded by Iran like Hamas, they participated in the Oct 7 atrocities and are holding part of the hostages. 

They are in bed with Hamas.",https://twitter.com/extrsh/status/1728197684119634238,Israel,947767002
Sat Nov 11 01:22:02 +0000 2023,"World reporters and human rights organizations in 1978 falsely accused His Highness Homayoun Mohammad Reza Shah Pahlavi ,the king of Iran, and they all conspired to destroy the imperial government of Iran and bring a criminal regime to power. 

In the first days, the whole world… https://t.co/SwYoMRda66",https://twitter.com/ssecularisme/status/1723149048419406287,ایران,1639651825560301568
Fri Nov 10 03:50:55 +0000 2023,"Why is UN a corrupt organization?

Sima Bahous is the UN Women's Executive Director (@unwomenchief).

1- In 2022, the government of Iran killed #MahsaAmini and many other women, kids and men only because they were asking for their fundamental rights in peaceful protests.… https://t.co/MHtlSa6Rcq",https://twitter.com/avay_farvahar/status/1722824126933459295,🇨🇦,1519855253616840704
Thu Nov 16 15:10:54 +0000 2023,"For 44 years, the terrorist government of Iran has not treated political convicts properly.

#politicalprisoners https://t.co/OUWjsMQTQV",https://twitter.com/bardi1980/status/1725169581499494856,"Milwaukee, Wisconsin",1573212677983313922
Sat Nov 18 08:23:52 +0000 2023,"Imperial Government of Iran 
#KingdomWithPahlavi https://t.co/2YhD0ldaFB",https://twitter.com/Birdofpeacelove/status/1725791920251867188,Canada,839015008084205568
Thu Nov 09 23:33:00 +0000 2023,"I’m proud to support legislation that condemns Anti-Semitism in all forms, sanctions the terrorist government of Iran, and provides more security for Jewish schools and institutions. 

We’re making sure to fight back against Anti-Semitism and evil prejudice in Florida. https://t.co/2ZcJiX2yhN",https://twitter.com/ShaneAbbottFL/status/1722759220775551377,United States,1364960809927999497
Thu Nov 09 02:01:56 +0000 2023,"🇮🇷 The government of #Iran is callously toying with the life of arbitrarily detained human rights defender and 2023 @NobelPrize winner #NargesMohammadi by deliberately delaying and denying her adequate healthcare, including specialized tests on her lungs and heart. https://t.co/3QcBpRuCv7",https://twitter.com/ErikaGuevaraR/status/1722434316473663970,Global,1167948968
Mon Nov 06 04:46:48 +0000 2023,"@medeabenjamin ruZZZa continues its barbaric attacks on Ukraine using Shahed flying bomb drones supplied by Madea's good friends in the government of IRAN.

Madea &amp; CODEPINK do NOTHING to protest this. https://t.co/4O7YkUT0U2",https://twitter.com/PuckFutin9/status/1721388639131713812,Langley-Ramstein-Brussels-Kyiv,1567695780416217088
Wed Nov 08 09:51:01 +0000 2023,"@SayeedaWarsi How much further right than Hamas, the government of Iran and Afghanistan can you get? #WomenLifeFreedom https://t.co/hGjTiRs35y",https://twitter.com/SteveWeatherill/status/1722189975028895763,"Seamer, Scarborough, N Yorkshire, UK",33897157
Thu Nov 02 04:43:16 +0000 2023,@sabra_the Every time the Government of Iran speaks... https://t.co/cPODyNT145,https://twitter.com/toszmn/status/1719938200062308518,░N░A░F░O░░S░C░U░M░░I░N░░B░I░O░,2901889857
Sat Nov 04 08:43:36 +0000 2023,"As an Iranian, on behalf of a large number of my compatriots in Iran, I declare to the #White_House and the #European Union that the king and leader of the Iranian National Revolution is only King Reza Pahlavi, and the government of Iran does not and will not have any",https://twitter.com/Afshar_20/status/1720723459079012711,"New York, New York",1710520271256305664
Thu Nov 23 14:53:23 +0000 2023,"🚨 ***Stop Executions In Iran***😡

By abusing the war between Israel and Gaza, the Islamic government of Iran has increased the intensity of repression and execution in Iran

#MiladZahrevand = #میلاد_زهره‌وند , one of the detainees of the ✊Woman Life Freedom✊,  was secretly…",https://twitter.com/___SayTheirName/status/1727701884264202388,ND,1257984412400136192
Mon Nov 13 16:24:05 +0000 2023,"The government of Iran's mullahs is based on two foundations:
First, repression inside the country
Second, exporting terrorism and crisis abroad.
We do not forget that the appeasement policy of Western countries is the political umbrella of Mullah's terrorism.",https://twitter.com/DaeeMahyar/status/1724100833858441344,"Las Vegas, Nevada",857977336808996864
Fri Nov 03 19:54:00 +0000 2023,"Dear Elon 
please Starlink send to IRAN because people of Iran special disabilities REALLY need FREE INTERNET you know here internet has been totally limited by government of Iran !!!! I would be SO appreciated 🤗🤗🤗 
#starlink #ElonMusk",https://twitter.com/Negin_artist/status/1720529783094640662,Imperial Land,330319712
Sun Nov 05 13:06:50 +0000 2023,"This is what I have been saying, that it is such a paradox of home that of all the people in the Muslim world, the people of Iran, very different of the government of Iran, are the most understanding of the war between Israel and Hamas.  https://t.co/8ys1F0y13o",https://twitter.com/martinvars/status/1721152090913832973,"Madrid, Spain",781293
Sat Nov 04 18:28:20 +0000 2023,Now you know why Khomeini used Palestinian armed men on the streets of Tehran during the 1979 rebellion against the legal and prosperous government of Iran lead by Shah.,https://twitter.com/CanuckRock/status/1720870608781672761,Toronto,47536841
Mon Nov 13 21:26:05 +0000 2023,"In response to the execution of its members by the government of Iran, the Jaish al Adl group released a statement asserting that the executions, conducted ""on the path of honour,"" would fortify the spirit of jihad among the people. The group claimed that ""Martyrs represent the… https://t.co/XP0jxwpDVP",https://twitter.com/AfghanAnalyst2/status/1724176834227474828, ,1245535446983196678
Wed Nov 22 08:19:24 +0000 2023,"Reference if you want to learn more are
1.  Ferdowsi's Shahnameh
2. Government of Iran:  https://t.co/FjV6XP6VdN",https://twitter.com/PikeWala/status/1727240350681670062,Fascist Hindutva Dictatorship,1387025040089227265
Tue Nov 21 15:26:48 +0000 2023,"Princeton-Iran ties again under scrutiny as Congress investigates research fellow.

Mousavian wrote: “I have not been engaged with any government including the government of Iran since the Iranian court convicted me in 2008”. https://t.co/9i0njSPAwL",https://twitter.com/hmousavian/status/1726985521589571731,"New Jersey, USA",252885688
Sun Nov 05 16:26:37 +0000 2023,"If you support the fascists, jihadists, terrorists of Hamas from the river Jordan to the Mediterranean sea, led, financed by the fascists, jihadists, terrorists “Gardians of the Islamist faith” who lead the Islamist government of Iran, what should Israel, USA, France,…",https://twitter.com/cliffordblais/status/1721202365938680259,"Montréal, Québec",195288383
Tue Nov 07 21:07:47 +0000 2023,"Support the Iranian people by funding the Iranian church... The other government of Iran, the other centre of organisation ...",https://twitter.com/btbsoco/status/1721997900769603901,United Kingdom,1199739826536353798
Wed Nov 08 22:14:16 +0000 2023,Hamas and Iran are as sick as it comes!  We need to do what we can to overthrow the government of Iran.  It’s good versus evil and it’s time the Biden administration stops being on both sides.,https://twitter.com/SoCalBrett/status/1722377018317381920,Virginia,70049787
Fri Nov 03 20:34:53 +0000 2023,"Hamas, Hezbollah, and the government of Iran are all terrorists organizations. Time for Israel, the USA, and any other freedom loving countries to rout the rats out of their holes, in the ground, where they hide.",https://twitter.com/Frankli54178939/status/1720540071961522641,"Boston, Massachusetts",1585762721051574278
Fri Nov 03 12:25:04 +0000 2023,"UNHRC, will be headed to supervise the Gaza Strip by the totalitarian government of Iran.

How can Iran, which is infamous for oppressing its own civilians will give any unbiased or sane judgment?

Does UNO think the world is foolish or ignorant or is it already beyond saving?",https://twitter.com/Teekhi_Mirchi_7/status/1720416802138919337,Ahmedabad-GUJARAT-BHARAT-EARTH,1657304129084231680
