created_at,full_text,url,user/location,user_id_str
Sun May 24 23:29:10 +0000 2020,"All due respect, dear @Firouz_Naderi, #Iran’s problem - the Islamist Regime - is a WORLD issue, thus an #American issue as well. Electing a democrat as president rather than @realDonaldTrump will reinforce this occupying regime and global threat.",https://twitter.com/maelie_k8/status/1264699996903006210,Montréal + Bruxelles ,1214118451297439744
Sun May 24 23:26:33 +0000 2020,"Shocking Statistics: 10,000 Medical Staff in #Iran Infected with Covid-19!

https://t.co/Qic6htrM3H",https://twitter.com/NassrinSaifi/status/1264699334706073600,U.S. A,31176803
Sun May 24 23:19:24 +0000 2020,"National Council of Resistance of Iran (NCRI), Deputy Director ⁦@A_Jafarzadeh⁩ speaks abut #Iran regime’s repression inside the country and increased aggression throughout region and beyond! ⁦@alhurranews⁩  https://t.co/EL5zrNHZY0",https://twitter.com/NassrinSaifi/status/1264697537228795904,U.S. A,31176803
Sun May 24 23:47:59 +0000 2020,"Remarks by Soona Samsami, the U.S. Rep of the NCRI, at the nationwide virtual conference, entitled ""#IRAN: Global Threat, Domestic Repression, Prospects for Change,"" organized by the Organization of Iranian American Communities (@OrgIAC). #FreeIran
https://t.co/CPhjcTeH0E",https://twitter.com/NCRIUS/status/1264704729495592960,"Washington, DC",1031925613
Sun May 24 23:33:40 +0000 2020,"2nd #Iranian tanker arrives in #Venezuela territorial waters. Forest, is 1 of 5 vessels carrying 6 million liters of gasoline to fuel starved Venezuela. #US  threatened to confront Iranian tankers for violating sanctions, #Iran vowed to retaliate in #persiangulf. #GraciasIran https://t.co/NcjbGLGKrL",https://twitter.com/HAbdolhossein/status/1264701127662227456,"Tehran, Iran",3978798863
Sun May 24 23:08:30 +0000 2020,"Alireza Jafarzadeh, NCRI-US dep dir, discusses #Iran's growing regional aggression &amp; #terrorism on Alhurra TV to He also detailed terror ops by Tehran against the leadership and the rank-and-file of the main opposition, the MEK &amp; democratic coalition NCRI.
https://t.co/eztLUV8WXc",https://twitter.com/NCRIUS/status/1264694792602234880,"Washington, DC",1031925613
Sun May 24 22:53:58 +0000 2020,"#Iran Ships Fuel to Venezuela, Flouting U.S. Pressure on Its Foes!

“Show of defiance comes in face of Trump administration sanctions aimed at unseating their authoritarian governments”
 https://t.co/VpN9uuw1hF",https://twitter.com/NassrinSaifi/status/1264691137933008898,U.S. A,31176803
Sun May 24 23:40:46 +0000 2020,Michelle Bachelet: #IranProtests: Seek justice for thousands of victims and deter state violence in Iran - Sign the Petition! https://t.co/qeVoQSnTHN via @ChangeAUS,https://twitter.com/austswim/status/1264702915161161728,"Perth, Western Australia 🇦🇺",4859486075
Sun May 24 23:27:08 +0000 2020,"@DanialLost @DarickR @BlueJeanBlack Hello, just adding ""Wonder Roman"" to ""Iran Man"" and ""Greek Lantern"" for my list of Ancient Mediterranean Superheroes. 💙",https://twitter.com/HellbirdIV/status/1264699482714890240,"Gotland, Sweden",928987009
Sun May 24 22:49:39 +0000 2020,"Defending American interests. Countering Russian &amp; Chinese influence. 
Enforcing maximum pressure on Iran. Banning Hezbollah. Standing with Jewish community in face of antisemitism. Fighting BDS. Much more. Thank you ⁦@RichardGrenell⁩. https://t.co/7TiYNhBe5P",https://twitter.com/rich_goldberg/status/1264690048462721024,"San Jose, California",932461730
Sun May 24 22:56:42 +0000 2020,"🔴#Iran:#Coronavirus Update, Over 44,000 Deaths, May 24, 2020, 6:00 PM CEST #NCRI
include:7100 in Tehran, 3435 in Qom, 3325 in Khuzestan, 1556 in East Azerbaijan, 1385 in Sistan and Baluchistan, 1330 in Lorestan, 512 in North Khorasan, &amp; 510 in Zanjan.@WHO https://t.co/hdwC4uCZIh",https://twitter.com/STehraniparsa/status/1264691826386186241,United States,759813067521658880
Sun May 24 22:55:31 +0000 2020,@brinafan1 @OG_Mkhedari @CyrusShares @rezaparchizadeh @KarmelMelamed @AzadAzadehir @BlackBeardTier1 @Ranting4Canada @aaronemeyer @DustinPickerin2 @BitaJRB @akoz33 @tparsi &amp; @NIACouncil preached that to dumb #American's like @BarackObama and @JohnKerry for 13 years until we outed #NIAC.  Ask #Iraqi's if #Iran's Shia militias are peaceful!  Ask the #Kurds! Ask #Syrian's. Ask the starving children of #Yemen!  https://t.co/MVh1LicHbq #Germany https://t.co/d7EkBorrJz,https://twitter.com/W_K_Martin_III/status/1264691525847523333,"Philadelphia, PA",48680856
Sun May 24 22:59:32 +0000 2020,"📹 | Local residents in southwest #Iran's Gheyzaniyeh gathered to protest the lack of drinking water in their district.

Police sources reported that two officers were injured while two protesters were taken into custody.

https://t.co/rOH6Cik6LT",https://twitter.com/eha_news/status/1264692535965999104,IN,803648695660986369
Sun May 24 23:53:53 +0000 2020,"#EmojiMovie I murdered my entire family and moved to Iran, but ngl I love the shit emoji!",https://twitter.com/VincentIsBigGuy/status/1264706215738736640,CT US,1256796273912565762
Sun May 24 23:12:43 +0000 2020,"Thanks to the Islamic Republic of #Iran for their solidarity and dignity, showing the human face of resistance to the entire world.

#GraciasIran #SalamVenezuela",https://twitter.com/mizoji/status/1264695853958258688,Canada,139374364
Sun May 24 23:08:38 +0000 2020,"#Balochistan operation more than 20+ terrorists neutralized intelligence services operations along with SSG are taking part in clearance operation in KECH and along Pak Iran border. 
#SSG is wishing Eid in it's own 
style 😎 😎
#PakistanZindabad 
#PakistanMakingProgress https://t.co/AA5jMjugjl",https://twitter.com/nobody_6190/status/1264694827427512328,"Austin, Texas",1098510806323478528
Sun May 24 23:53:10 +0000 2020,"Name some big media propagated ""trump scandals"". There have been many, but i can only remember a few. I'll start, Russia, Ukraine, Starting  a war with iran... your turn",https://twitter.com/adamscrabble/status/1264706034779766785,"Miami, FL",198179597
Sun May 24 22:52:24 +0000 2020,@camilateleSUR @NicolasMaduro @HassanRouhani @khamenei_ir Iran philosophy is helpinganyone in need! U.S. policy is based to capitalisem while iran's is based on humanity,https://twitter.com/TruthSe72275000/status/1264690741898592256,"Alabama, AL",1068409065175437312
Sun May 24 23:48:19 +0000 2020,"The fuel tankers that reached Venezuela 's port sent many messages 
#USA.New world has been configured 
#Gulf_states No one can protect your governments so be wise
#Resistance we are the main and strongest players in this region and 
#Israel.Have no future. 
#Iran_Venezuela",https://twitter.com/hufn1969/status/1264704812484042757,Iraq,2380365089
Sun May 24 23:23:02 +0000 2020,"Notice how Hassan Nasrallah is front and center, and Esmail Ghaani is more of a back bencher. Nasrallah’s prominence is in keeping with his role as a power broker within #Iran’s Axis of Resistance following #Soleimani’s demise. In fact I don’t see anyone from #Iraq in the image.",https://twitter.com/JasonMBrodsky/status/1264698452790988800,"Illinois, IL",1908627954
Sun May 24 23:01:59 +0000 2020,"""Electricity export from Iran to neighboring countries shot up by 27.6% last year (March 2019-2020) compared to the year before, reaching more than 8 billion kilowatt hours – almost six times the power imported in the same year.""
https://t.co/BWRh7QQUG0
https://t.co/BWRh7QQUG0",https://twitter.com/TamerBadawi1/status/1264693155032698880,UK / Iraq,1341689694
Sun May 24 22:17:25 +0000 2020,"US: NO! you cant just help each other and circumvent our sanctions

IRAN: haha fuel tanker go brrrrr
#GraciasIran",https://twitter.com/fireorangeboil/status/1264681937886683137,Virginia,1872274471
Sun May 24 23:19:58 +0000 2020,"@Marshall_H15 i know john kerry's deal should stand , but american jews and israel don't want iran to have any nuclear energy . because israel wouldn't allow any inspections why should iran. but iran did so did iraq. the second iraq war was caused by american abd israeli jews.",https://twitter.com/timothypwalter3/status/1264697681026453506,"Austin, Texas",1231400095951839235
Sun May 24 22:16:12 +0000 2020,"@saraghavamian If I were @Firouz_Naderi I'd stay out of politics. Do what you do best, man.  Let's not forget that not too long ago he was in bed with #NIAC and had hopes that reformists will do magic in #Iran. Well, he was wrong then and he is wrong now.",https://twitter.com/EhsanPersian911/status/1264681630750388224,Toronto,952260464699846656
Sun May 24 23:33:22 +0000 2020,Iran:’Arson Attack At Tomb Esther and Mordechai’ https://t.co/FpaGpB14vM via @bosnewslilfe,https://twitter.com/FaithofKGI/status/1264701051095179264,"Washington, DC",1170823906736902145
Sun May 24 23:00:44 +0000 2020,Watch this space closely over next two weeks. What nuclear sites/materials is #Iran hiding and why - and what will the IAEA Board do about it? @FDD⁩ Jacob Nagel &amp; ⁦@StrickerNonpro⁩ with a scene-setter ahead of expected ⁦@iaeaorg⁩ reports. https://t.co/ENyb3Y1erp,https://twitter.com/rich_goldberg/status/1264692840728276994,"Omaha, Nebraska",932461730
Sun May 24 22:45:13 +0000 2020,@chemicalbrodar because Asa is from Iran,https://twitter.com/ntmgfrvr/status/1264688936447811584,ME,1075500910279831554
Sun May 24 23:21:23 +0000 2020,"Number of those injured in an earthquake in southwestern #Iran reaches 16, medical service says https://t.co/SF9NhVqs3m",https://twitter.com/SputnikInt/status/1264698037332520967,"Buffalo, NY",34262462
Sun May 24 23:25:00 +0000 2020,"The United States is prepared to ""snapback"" sanctions on Iran, but Tehran has warned that move could push it out of the NPT, paving Iran’s way for nuclear weapons. https://t.co/F0JSl0xA0l",https://twitter.com/CSIS/status/1264698945399328768,"Washington, DC",272019676
Sun May 24 23:52:29 +0000 2020,An Afghan woman was detained by Turkish authorities after attempting to enter Sweden using the passport of a well-known pro-migration activist. She claimed her passport was stolen during a trip to Iran. https://t.co/Uvod0EPMSL,https://twitter.com/BreitbartNews/status/1264705861575901187,MS,457984599
Sun May 24 23:19:32 +0000 2020,"@DouglasCarswell I can’t remember any time when the media ganged up to try and unseat a popular UK Prime Minister with such an obvious plot while  simultaneously abandoning all interest in national &amp; world news.
Iran could launch a test missile and we wouldn’t know.",https://twitter.com/Lozzerdude/status/1264697569705328647,Hereford,599581147
Sun May 24 23:08:59 +0000 2020,@SharylAttkisson Where did 1.5 billion in cash go and why was FORMER sec state Kerry in Iran so many times ?  Follow the money.  Maybe Flynn has some info Obama is afraid to expose.  I think someone else is looking for payments in kind!!  interesting story but not for drive by media.  Be careful,https://twitter.com/FabrisJim/status/1264694915914555392,VT,954508135582093312
Sun May 24 22:56:45 +0000 2020,@wombat_wood @time2behappy101 @dbongino All 3 letter agencies where corrupt under him CIA FBI IRS NHA  and he did more for  Iran than America,https://twitter.com/Wayten6/status/1264691836234457088,Rhode Island,920452137234046976
Sun May 24 23:07:45 +0000 2020,"@realDonaldTrump Mr President, J. Carter destroyed Iran 41 years ago. It’s time to make it up to the people of Iran. Help us get rid of mullahs, make Iran great again.
#جاویدشاه",https://twitter.com/mohtasham_armin/status/1264694604521189376,AL US,1261433023423275014
Sun May 24 23:42:07 +0000 2020,"Venezuelan Navy ship PO-13 Yekuana is now waiting to make contact with the second Iranian tanker ‘Forest’ for escort duties 
#Venezuela #Iran",https://twitter.com/ConflictsW/status/1264703253666844672,"New Orleans, Louisiana",941287588056518656
Sun May 24 23:40:20 +0000 2020,@kayrosef I think the only thing Trump could do to pass it up besides starting a nuclear exchange with Russia or China is if he triggers a war with Iran. I'm afraid he very well might do this when he wins reelection. War with Iran would make Iraq look like child's play.,https://twitter.com/Ventuckyspaz/status/1264702804939046912,"Los Angeles, CA",4835593824
Sun May 24 22:55:23 +0000 2020,"This week #Iran and #Venezuela defied the US' illegal #sanctions and military threats. Here's how we build on that success to stop the US from violating international law and become a cooperative member of the world. #HandsOffIran #HandsOffVenezuela

https://t.co/EDpzkXNXcV",https://twitter.com/PopResistance/status/1264691491840155648,USA,312755256
Sun May 24 23:19:34 +0000 2020,"@NUFDIran @RBehrouzDO Islamic regime has occupied Iran for four decades.
The Islamic republic is ant Iranians.
#یک_ملت_یک_پرچم 
#یک_پرچم_یک_ملت",https://twitter.com/NeekKerdar/status/1264697581319237633, ,1079446698504577024
Sun May 24 23:05:14 +0000 2020,"#Iran, and the year is 2020:

Parkour athlete arrested over a rooftop kiss ... 

https://t.co/y5NvFi67GZ",https://twitter.com/LotteLeicht1/status/1264693972133429248,Europe,607946179
Sun May 24 22:59:28 +0000 2020,"@Kathleen_Wynne Wearing a symbol of oppression for diversity points. Gross. FYI Most Muslim women in the West do not wear a veil. Women in Iran, Saudi Arabia &amp; elsewhere risk their lives &amp; liberty to fight against hijab/burqa/niqab.",https://twitter.com/RitaPanahi/status/1264692519184461825,"Melbourne, Victoria",25235151
Sun May 24 23:00:03 +0000 2020,An Iranian lawmaker says Syria must repay Iran for what it has spent preventing Assad’s regime from collapsing https://t.co/N5ycWXeMMU,https://twitter.com/trtworld/status/1264692669017620480,United States,3091150576
Sun May 24 23:30:13 +0000 2020,"Iran fuel shipment nears Venezuelan shores, Maduro thanks Tehran https://t.co/lteuBsj0fN",https://twitter.com/sadashifukuda/status/1264700259931795456,MD US,155769476
Sun May 24 23:24:38 +0000 2020,"And actually it was policies that betrayed us. Siding with the GOP to support Africom, Iran sanctions, China sanctions etc. this was just the straw that broke the camels back. But I guess this is the best analysis ya got when all you care about is healthcare for yourself",https://twitter.com/LeftistSense/status/1264698853888065537,"Virginia Beach, Virginia",1208121294291685376
Sun May 24 23:49:07 +0000 2020,"#Iran, through its #IRGC and its network, has a long history of utilizing front names to claim more sensitive attacks around the world – especially in #Iraq. | @LongWarJournal
@Weissenberg7 @Jtruzmah
https://t.co/usJZf2tu5J",https://twitter.com/Shabir__Ahmadi/status/1264705015924641793,Kabul,2478267313
Sun May 24 23:11:54 +0000 2020,"The thing is- there's reasons to be skeptical. Especially as we stand tweaking Iran &amp; China's nose.

https://t.co/TIxSRwSC9T",https://twitter.com/keidekay/status/1264695651281010690,"Tulsa, OK",738483854420279297
Sun May 24 23:26:45 +0000 2020,Iran to retaliate over any US 'trouble' for Venezuela-bound ships https://t.co/4hYAIpAEBE,https://twitter.com/sorayaalcala/status/1264699386157727746,Unites States ,31591353
Sun May 24 23:07:19 +0000 2020,@choo_ek @MonicaMalta7 Look at Iran's daily cases diagrams to see in action what is going to happen to you,https://twitter.com/AriAriArj/status/1264694494685003777,LA,1211774765666451456
Sun May 24 23:01:00 +0000 2020,Israel's response to cyber attack sends clear warning to Iran https://t.co/7WECiCPl5G,https://twitter.com/AlMonitor/status/1264692905870057472,"Washington, DC",290061912
Sun May 24 22:37:27 +0000 2020,"A number of Iranian outlets took victory lap 4 Iran oil tanker reaching Venezuela, referred to it as a successful sanctions-busting measure. A rare dissenting opinion, however, posted by a reformist site cast doubt on Venezuela's ability to pay 4 the oil. https://t.co/fzGqDO6JPF",https://twitter.com/pandagulu/status/1264686978768879616,"Los Angeles, CA",2270929376
Sun May 24 22:37:30 +0000 2020,"@travelamigo @mlucey13 @m3osider @RexChapman @realDonaldTrump 23/1, screening of passengers from Wuhan.
31/1 quarantine from China.
29/2 quarantine from Iran.
15/3 all international quarantine.
24/3 ban on Australians travelling internationally.",https://twitter.com/tommytank79/status/1264686991624421377,"Adelaide, Australia",859625972
Sun May 24 22:55:31 +0000 2020,"@vrw123 @PeterTatchell 1-Dear Victoria,first I think you for paying attention to this issue.
But I just read the first line,please be advised that Ahvaz situation doesn’t have anything related to Turkey Dams.
Ahvaz issue is about Iranian regim changing the rivers from the mountain to centre of Iran.",https://twitter.com/zahhak5/status/1264691528208756736,us,1042308625971142656
Sun May 24 23:44:28 +0000 2020,India recorded 7k+ cases yesterday. We now have more cases than Iran &amp; are in top 10 countries with most no. of #COVID19 cases,https://twitter.com/prabuddhaaa/status/1264703843574546437,New York City,720283907980025856
Sun May 24 23:12:45 +0000 2020,"@Amdalleq Think Zimbabwe. And now, Iran. 😎",https://twitter.com/geswolfcrest/status/1264695865693949959,Ontario.,103989876
Sun May 24 23:31:48 +0000 2020,"Well, this guy would know: ""This [shipment] would be an example of how the #Iranian regime taking the wealth of Iranian people &amp; wasting in #Venezuela on #Maduro,"" #BrianHook, lawyer &amp; Special Rep 4 #Iran &amp; Senior Policy Advisor to @SecPompeo @StateDept. 
https://t.co/37Jo0xtkzI",https://twitter.com/WarCrimesIntl/status/1264700659028373505, 🇵🇸فلسطين للأبد🇵🇸 ,316678260
Sun May 24 23:53:41 +0000 2020,@brinafan1 @OG_Mkhedari @rezaparchizadeh @W_K_Martin_III @KarmelMelamed @AzadAzadehir @BlackBeardTier1 @Ranting4Canada @aaronemeyer @DustinPickerin2 @BitaJRB @akoz33 Most of those so-called experts barely understand a single word in Persian and never lived in Iran. Reading books on Iran and listening to communist and Regime funded Iranian professors lecturing about Iran or watching PressTV doesn't make anyone expert,https://twitter.com/CyrusShares/status/1264706165193289738,"New York, NY",47107118
Sun May 24 22:59:14 +0000 2020,"Venezuela: With the first tanker Fortune off Maiquetía near Caracas on route to port, Maduro speaks on TV thanking Iran. 

https://t.co/GxwaZxduDo",https://twitter.com/WarrenRisks/status/1264692464218025989,Australia - International ,1212443950440599552
Sun May 24 22:36:54 +0000 2020,"The Iran-Venezuela tanker crisis is a potential flash-point that threatens a major escalation. Five tankers loaded with gasoline are sailing across the Atlantic from Iran to Venezuela.

https://t.co/mD7XHqVfS2",https://twitter.com/mercoglianos/status/1264686843687251975,"North Carolina, USA",2801797985
Sun May 24 23:21:57 +0000 2020,@RealWayneRoot @PabloLeslie @realDonaldTrump I have a snapshot of Tulsi trying to undermine the POTUS during the crisis when Iran was firing on us. Encouraging disobedience...conduct unbecoming etc.,https://twitter.com/Wxmouse/status/1264698179603308544,South Dakota,115588668
Sun May 24 23:09:58 +0000 2020,"It is kind of funny that the US gave Iran a week long panic attack over nothing, evident by Iran's numerous threats over the span of a week.",https://twitter.com/IntelDoge/status/1264695162787241986,United States,2407993940
Sun May 24 23:02:57 +0000 2020,"A trial in Iran is revealing possible corruption between dodgy business men and government officials at the expense of taxpayers and workers who were denied their wages.
#Iran
https://t.co/kxgkL4SFQA",https://twitter.com/RadioFarda_Eng/status/1264693399199744001,"Iran, Czech Republic",864856609557811201
Sun May 24 23:36:37 +0000 2020,"@BernetaWrites @SofiaFGrape @squarepegmommy 1. I know! I got homesick last night. It's a famous place in N. of Tehran, Iran. Usually people go hiking there. We passed through a small village &amp; go up. But also it's famous place that people just go and hang out. There are street foods kiosks right at the bottom of mountains.",https://twitter.com/designbybehin/status/1264701869474996225,Citizen of the world ,594892127
Sun May 24 23:46:47 +0000 2020,"@JasonMBrodsky And of course Ebrahim Zakzaky of the Nigerian IMN, Iran’s mini Hezbollah in Northern Nigeria",https://twitter.com/CarmiOmer/status/1264704427480539137,New Hampshire,978915499584172034
Sun May 24 23:49:08 +0000 2020,@SherriMcLynn @journorosa @_scottreid Stop it .....Stop it....Stop it... Trudeau has divided this country like never before. There are millions in Iran that would love to burn their hijab.,https://twitter.com/ryck_nancy/status/1264705021096218629,Ontario,882723243379093506
Sun May 24 22:51:41 +0000 2020,"@Charles_Lister Does that imply also that Iran views Nasrallah and Abu Haniyah on equal stature (&amp;alliegance)? Or Isa Qassem is more crucial in the field than Nakhalah and al-Houthi? In general, Arab figures in the axis are given more visibility than Ghaani, except Assad that is marginalized.",https://twitter.com/TamerBadawi1/status/1264690560553672705,UK / Iraq,1341689694
Sun May 24 22:51:56 +0000 2020,@jewish_lgbt Sanctions on countries is good if it’s against (((them))) but on Iran and Venezuela it’s racist 😌😌,https://twitter.com/torontojeww/status/1264690623359209473,toronto,1116178227100360706
Fri May 01 14:34:06 +0000 2020,"On May 1st , International Labour day we call on the Islamic government of Iran for the release of labour activists
#FreeIranianPoliticalPrisoners
#WorkersDay2020 
#LabourDay 
@IranCfppi https://t.co/rIoTUaHKIs",https://twitter.com/shaparakshjr/status/1256230419978207232,"Ontario, Canada",2345080774
Fri May 08 02:37:18 +0000 2020,To me presedent trump maybe help to her government of Iran not kill her help her https://t.co/v63sCLw6pB,https://twitter.com/Davoudnaimi/status/1258586746284937216,United States,937266282495275008
Tue May 05 08:42:48 +0000 2020,"A new licensed bitcoin mining farm is getting set up in Iran - report
The #government of #Iran is said to have issued a #License to #Turkeybased #iMiner to #mine #bitcoin in #Iran

#bitcoin #ethereum #binance #chainlink #cryptoindians #CryptoNews #eth #TRON #satoshiclan #Coinbase https://t.co/6EBpkAkQcr",https://twitter.com/cryptoindians/status/1257591563191873536,Decentralised,954049187817037824
Wed May 06 08:50:20 +0000 2020,.... The secular government of Iran https://t.co/vj583lYif1,https://twitter.com/gray_sphere/status/1257955848351072256, ,1017500754091892736
Sun May 10 02:12:50 +0000 2020,"@SecPompeo @realDonaldTrump Yes, and rest assured that on a day when there is no Islamic Republic, the people and the future government of Iran will be the best friends for the world community, especially the United States, and the world will be a much calmer and more beautiful place.
#kingdomwithpahiavi https://t.co/RO5oerb8VB",https://twitter.com/merlin_a_h/status/1259305366522740736,اقلیم هشتم،سیاهچاله ی جادوگران,3189754680
Sat May 09 22:54:33 +0000 2020,"Iran; Removing 4 zeros from the national #currency must be done in conditions of #economic stability, Which #Iran is not. A failed experience could be very bad for the people of Iran.

“With this action the Government of Iran is using whiteout to coverup their crimes” https://t.co/oHQ3Ys3nYJ",https://twitter.com/naz_darya/status/1259255465738977286,"Toronto, Ontario",1088939168976244737
Sat May 09 03:54:53 +0000 2020,"The Government of Iran recently takes a decision of changing the name of its currency to a “Toman”.  Under the bill, Iran national currency is going to be changed from the rial to the Toman, which is adequate to 10,000 rials. https://t.co/N7UA99HLyV",https://twitter.com/AffairSsc/status/1258968661005611008,United States,1241932928529002496
Fri May 08 04:14:25 +0000 2020,"iran; This recent #earthquake in #Tehran With 5.1 magnitude has so far led to 2 dead &amp; 22 injured.

ICHR strongly calls on the government of #Iran to take serious &amp; urgent actions to organize rescue &amp; health care assistance, since the country is already in crisis of #COVID19. https://t.co/XVb01C4giw",https://twitter.com/ICHRCanada/status/1258611188897849349,"Toronto, Ontario",937547814439043073
Fri May 22 20:34:57 +0000 2020,"❤️❤️❤️Yesterday Government of Iran launched a twitter campaign calling for the destruction of Israel &amp; the consequent genocide of 1/2 the world’s Jewish population that reside there. 500,000 tweets were sent. Today Iranian people are tweeting their love for Israel and Jews❤️❤️❤️",https://twitter.com/Concern26987694/status/1263931375570337793,New York ,1009472012757159936
Thu May 14 05:49:03 +0000 2020,"@bevmusings @RM_new3 @realDonaldTrump @restartleader does it matter? he gave Brutal murderous regime in #Iran over 150 BILLION USD not to even government of iran directly to #IRGCTerrorists 

middle of 2009 rigged election in iran #ObamaGate sent love letter to #Ayatolah instead of standing with people 
&amp; many ppl died for that https://t.co/CisSVdlxZq",https://twitter.com/AminTyraelSword/status/1260809329063723015,NeverLand!,47877431
Wed May 20 22:46:13 +0000 2020,"""An Iranian citizen and a dual US-Iranian citizen pleaded guilty to acting as illegal agents of the government of Iran. They were charged for monitoring two Jewish facilities in Chicago and American members of an exiled Iranian opposition group."" Indeed, I know this firsthand.",https://twitter.com/A_Jafarzadeh/status/1263239633288278030,"Washington, DC USA",57596040
Sun May 10 12:50:31 +0000 2020,"#Iran Ready for Unconditional Prisoner Swap With US, Reports Suggest
Spokesperson for the government of Iran Ali Rabiei has stated that the Islamic Republic is ready for a prisoner swap with the US, and sets no preconditions, according to the KhabarOnline news agency. https://t.co/djTtfUHuMY",https://twitter.com/TrueMeStand/status/1259465843542380544,Macau,50415513
Sat May 23 04:24:17 +0000 2020,"Iran; OVER 1500 DEATHS &amp; NO JUSTICE

Six months from the protests, the devastated families of victims continue their struggle for truth and justice while facing intense harassment and intimidation from the government of #Iran. 

#JusticeForAll",https://twitter.com/naz_darya/status/1264049488315940864,"Toronto, Ontario",1088939168976244737
Tue May 05 09:20:17 +0000 2020,"Sentenced to 16 years in prison and 74 lashes for posting on social media

 New Delhi, May 5, 2020

The government of Iran is always in the discussion for a conservative lifestyle. There are various restrictions on the people here.

Ahmed Moin Shirazi an… https://t.co/1vLZ88rd0F https://t.co/xf8wztubZ2",https://twitter.com/24x7Breaking/status/1257600997742071813,india,1149966576172408832
Fri May 22 09:20:54 +0000 2020,"The islamofascist government of Iran surely ""recognized"" Israel when they were buying arms from Israel during the Iran-Iraq war. https://t.co/uF7LvrdzkD",https://twitter.com/spookskrivaren/status/1263761745329324032,"Stockholm, Sverige",1096801186882174977
Tue May 12 21:27:43 +0000 2020,"Government of Iran has don injustice, persecution, and exploitation of the country and people for the past 41yrs. 

The only way to change the fate of Iran is to End Islamic Republic Government. 

#InternationalNursesDay
#NationalNursingWeek",https://twitter.com/naz_darya/status/1260320777368461315,"Toronto, Ontario",1088939168976244737
Sat May 16 10:32:51 +0000 2020,"People died 
People are dying everyday 
Why?
Because the government of Iran is the most radical, strict and dictatorial regime in the 21th century.
I address all countries: ""Please hear and listen to people of Iran, not the regime. People ask for justice"" 
#iccJustice4iranians",https://twitter.com/TiredUnknown/status/1261605527492182017,Massachusetts,1256681050559754240
