,Unnamed: 0,url,orig_text,user_id_str,ulr,month,day,year,translated,country
26,3042.0,https://twitter.com/TitleChase/status/1024442312963895296,jesselehrich lets russia rule,2964507640.0,,Jul,31.0,2018.0,jesselehrich lets russia rule,russia
27,3059.0,https://twitter.com/Woodyman502/status/1024438111487578112,stuartpstevens feel kushners attempts get secret backchannel russia,2411340332.0,,Jul,31.0,2018.0,stuartpstevens feel kushners attempts get secret backchannel russia,russia
28,3077.0,https://twitter.com/DailySabah/status/1024442112920768512,russia rebuffs israeli demand expel iran syria ,2231905548.0,,Jul,31.0,2018.0,russia rebuffs israeli demand expel iran syria,russia
29,10614.0,https://twitter.com/OMGno2trump/status/1013208140345741312,whole damn thing appalling republican voters picked nazi gop still giving nazi money ted cruse said vote democrat trump supports nazi amp russia foxnews supports nazi maga going vote nazi ,8.001111810588385e+17,,Jun,30.0,2018.0,whole damn thing appalling republican voters picked nazi gop still giving nazi money ted cruse said vote democrat trump supports nazi amp russia foxnews supports nazi maga going vote nazi,russia
30,10629.0,https://twitter.com/AnimalsRSomeone/status/1013193303498473472,srmillar3 jaketapper believe least half supporters online russia,383965040.0,,Jun,30.0,2018.0,srmillar3 jaketapper believe least half supporters online russia,russia
31,10634.0,https://twitter.com/cabrobst/status/1013197269112446976,loca2733mc realdonaldtrump trump money money loan russia,173431221.0,,Jun,30.0,2018.0,loca2733mc realdonaldtrump trump money money loan russia,russia
32,10707.0,https://twitter.com/PersuasivePR/status/1012656638975791107,2013 deutsche bank became biggest single underwriter bond deals ceemea region arranging billions dollars debt sales russian government gazprom state behemoths rosneft pjsc rosselkhozbank jsc,525678474.0,,Jun,29.0,2018.0,2013 deutsche bank became biggest single underwriter bond deals ceemea region arranging billions dollars debt sales russian government gazprom state behemoths rosneft pjsc rosselkhozbank jsc,russia
33,6105.0,https://twitter.com/WafaZahra786/status/980227728149499904,beautiful masjed russia ,8.8314032975036e+17,,Mar,31.0,2018.0,beautiful masjed russia,russia
34,6108.0,https://twitter.com/Bloodround/status/980210490419884033,dan gable russia ,2944280077.0,,Mar,31.0,2018.0,and Russian gables,russia
35,6119.0,https://twitter.com/libertadocaos/status/980219832103833600,painting drawing russiaorest kiprensky ,157818233.0,,Mar,31.0,2018.0,painting drawing russiaorest kiprensky,russia
36,6169.0,https://twitter.com/AgentBigfoot/status/980232189714591744,defending russia instant block,3187239182.0,,Mar,31.0,2018.0,defending russia instant block,russia
37,6171.0,https://twitter.com/France24_en/status/980217929286365184,russia says britain must cut 50 diplomats spy crisis deepens  ,25049056.0,,Mar,31.0,2018.0,russia says britain must cut 50 diplomats spy crisis deepens,russia
38,6197.0,https://twitter.com/beingrichard/status/979340869118685184,uk establishment decree uk pm must anti russian pro zionist anti socialist amp pro neoliberal people may decide differently ,192870646.0,,Mar,29.0,2018.0,uk establishment decree uk pm must anti russian pro zionist anti socialist amp pro neoliberal people may decide differently,russia
39,6205.0,https://twitter.com/CNN/status/979792154888372225,president trump makes good promise get syria soon one biggest winners russian president vladimir putin russian government  ,759251.0,,Mar,30.0,2018.0,president trump makes good promise get syria soon one biggest winners russian president vladimir putin russian government,russia
40,6241.0,https://twitter.com/tassagency_en/status/979993906111754240,russian government allocates 5314 mln digital economy program ,1903712426.0,,Mar,31.0,2018.0,russian government allocates 5314 mln digital economy program,russia
41,1505.0,https://twitter.com/SafetyPinDaily/status/1002336219240583168,sessions recusal russia investigation fatal trump via salon ,449600949.0,,May,31.0,2018.0,sessions recusal russia investigation fatal trump via salon,russia
42,1512.0,https://twitter.com/hrkbenowen/status/1002338192232796160,muellers russia probe cost 16 million far  ,542962969.0,,May,31.0,2018.0,muellers russia probe cost 16 million far,russia
43,1525.0,https://twitter.com/moscow_project/status/1002333211270238209,steve bannon says quiet part loud rod rosenstein doesnt turn justice departments files regarding russia investigation trump may fire ,8.877260905082839e+17,,May,31.0,2018.0,steve bannon says quiet part loud rod rosenstein doesnt turn justice departments files regarding russia investigation trump may fire,russia
44,1549.0,https://twitter.com/CatSkoor/status/1002325610654363649,realdonaldtrump collusion russia,3479311.0,,May,31.0,2018.0,realdonaldtrump collusion russia,russia
45,1621.0,https://twitter.com/karolcummins/status/1001283982762299392,oldie goodiefbi investigation trump aide carter page visited russian government ht louisemensch,17888709.0,,May,29.0,2018.0,oldie goodiefbi investigation trump aide carter page visited russian government ht louisemensch,russia
46,2270.0,https://twitter.com/oscar__said/status/1068649775610908672,realdonaldtrump said never looked business russia sooooooooo ,7.975300432368927e+17,,Nov,30.0,2018.0,realdonaldtrump said never looked business russia sooooooooo,russia
47,2281.0,https://twitter.com/abdbozkurt/status/1068654063200407552,latest article murder russia ambassador exposes erdogans jihadist friends  via turkishminutetm,823516964.0,,Nov,30.0,2018.0,latest article murder russia ambassador exposes erdogans jihadist friends  via turkishminutetm,russia
48,601.0,https://twitter.com/whoisprivetyeba/status/1057761459038388229,halloween russia like ,8.482422842106061e+17,,Oct,31.0,2018.0,halloween russia like,russia
49,605.0,https://twitter.com/wvjoe911/status/1057753030400110593,rudy giulianis mystery trips russia armenia ukraine ,291774022.0,,Oct,31.0,2018.0,rudy giulianis mystery trips russia armenia ukraine,russia
50,618.0,https://twitter.com/Free_Media_Hub/status/1057767568864436224,russia test missiles near current nato exercise reports say,298602588.0,,Oct,31.0,2018.0,russia test missiles near current nato exercise reports say,russia
51,659.0,https://twitter.com/cali_kelly/status/1057766608301486080,kyletalking go home russia,271775716.0,,Oct,31.0,2018.0,kyletalking go home russia,russia
52,676.0,https://twitter.com/dandavis101/status/1057760598505730049,russia via livebookph  ,82313794.0,,Oct,31.0,2018.0,russia via livebookph,russia
53,681.0,https://twitter.com/NHKWORLD_News/status/1057756614743093249,japan russia press ahead joint project ,546657547.0,,Oct,31.0,2018.0,japan russia press ahead joint project,russia
54,4168.0,https://twitter.com/felixsalmon/status/991082936870014977,ggreenwald excuse doesnt value sovereignty russia holding war games us border russiarussiarussia russiagate ,2167092876.0,,Sep,30.0,2018.0,ggreenwald excuse doesnt value sovereignty russia holding war games us border russiarussiarussia russiagate,russia
55,4191.0,https://twitter.com/DolphinPaige/status/991101017117855745,today 1601st day prison 140th day hunger strike need support join amp urge mfa russia putinrf eng freesentsov saveolegsentsov ,48074103.0,,Sep,30.0,2018.0,today 1601st day prison 140th day hunger strike need support join amp urge mfa russia putinrf eng freesentsov saveolegsentsov,russia
56,4204.0,https://twitter.com/SableViews/status/991094996534218754,daddydaddymac lindseygrahamsc mcconnell pence ryan 7 went russia summer,397588893.0,,Sep,30.0,2018.0,daddydaddymac lindseygrahamsc mcconnell pence ryan 7 went russia summer,russia
57,4280.0,https://twitter.com/joshtpm/status/991094712907059201,russian government looking get big projects bankrolled exchange tax breaks benefits,2786379684.0,,Sep,24.0,2018.0,russian government looking get big projects bankrolled exchange tax breaks benefits,russia
58,9990.0,https://twitter.com/IranianForum/status/1123375512758493185,quick read russias presence venezuela ,70458212.0,,Apr,30.0,2019.0,quick read russias presence venezuela,russia
59,10067.0,https://twitter.com/RagingLibNana/status/1123370516952141826,realdonaldtrump russia one talked leaving venezuela criticism,3383983353.0,,Apr,30.0,2019.0,realdonaldtrump russia one talked leaving venezuela criticism,russia
60,9688.0,https://twitter.com/BarryHefner/status/1167944965567045633,way russia chanting jid jid jid ,163953783.0,,Aug,31.0,2019.0,way russia chanting jid jid jid,russia
61,9689.0,https://twitter.com/AbdulfatahAdnan/status/1167941851610902537,apart usa malaysia germany japan russia else seen dont lie thunder real,1.0722317055645901e+18,,Aug,31.0,2019.0,apart usa malaysia germany japan russia else seen dont lie thunder real,russia
62,9742.0,https://twitter.com/wganapini/status/1167949016237109248,italia terza per auto1000abus 837australia 747italy 695canada 670japan 591germany 589uk 579france 569malaysia 433russia 373brazil 350mexico 297saudi 209turkey 199iran 178south africa 174china 173indonesia 87nigeria 64india 22,393494421.0,,Aug,31.0,2019.0,Italy third for auto1000abus 837australia 747italy 695canada 670japan 591germany 589uk 579france 569malaysia 433russia 373brazil 350mexico 297saudi 209turkey 199iran 178south africa 174china 173indonesia 87nigeria 64india 22,russia
63,9766.0,https://twitter.com/indyfromspace/status/1167940496964014081,tomilahren makes sense youre made russia,330105456.0,,Aug,31.0,2019.0,tomilahren makes sense youre made russia,russia
64,5204.0,https://twitter.com/Mel452/status/1212151217641517057,kristen stewart cover tatler russia jan 20 print vanityfair sept 19  ,62430273.0,,Dec,31.0,2019.0,kristen stewart cover tatler russia jan 20 print vanityfair sept 19,russia
65,5227.0,https://twitter.com/Marshmall0wpeep/status/1212147905714425856,russia listening dms open,8.955054673879368e+17,,Dec,31.0,2019.0,russia listening dms open,russia
66,5237.0,https://twitter.com/rallaf/status/1212141757242236931,lets end year jokerussia says us strikes iraq syria unacceptable ,16281428.0,,Dec,31.0,2019.0,lets end year jokerussia says us strikes iraq syria unacceptable,russia
67,5238.0,https://twitter.com/annechoy/status/1212145775800705024,louisemensch dirkschwenk gotjanie russia joebiden delete louisemensch gotjanie decent resistance sister vet call troll potentially get attacked,32791809.0,,Dec,31.0,2019.0,louisemensch dirkschwenk gotjanie russia joebiden delete louisemensch gotjanie decent resistance sister vet call troll potentially get attacked,russia
68,5242.0,https://twitter.com/pithywidow/status/1212143268332556288,funny per mueller russia actually listening,208828684.0,,Dec,31.0,2019.0,funny per mueller russia actually listening,russia
69,5244.0,https://twitter.com/ReeferMadness/status/1212155177244880896,louisemensch dirkschwenk gotjanie russia joebiden gotjanie troll delete tweet retract,17798158.0,,Dec,31.0,2019.0,louisemensch dirkschwenk gotjanie russia joebiden gotjanie troll delete tweet retract,russia
70,5250.0,https://twitter.com/MsMajor_/status/1212151202873585664,ebu roman nfkrz italys beer vs russias beer italys beer vs russias vodka keep mind,1.1030932821948006e+18,,Dec,31.0,2019.0,ebu roman nfkrz italys beer vs russias beer italys beer vs russias vodka keep mind,russia
71,5259.0,https://twitter.com/luvredsox13/status/1212142477874024448,mysterysolvent move russia,329118547.0,,Dec,31.0,2019.0,mysterysolvent move russia,russia
72,5270.0,https://twitter.com/ScrewAttackSam/status/1212156199145263105,seanhinz russia hydro pumps,451210717.0,,Dec,31.0,2019.0,seanhinz russia hydro pumps,russia
73,5295.0,https://twitter.com/veyselaksinn/status/1210318046763659267,uaklardurdurun idlibidlibunderfire terror syria real terrorist realdonaldtrump assad regime russian government ,1.187626842662015e+18,,Dec,26.0,2019.0,uaklardurdurun idlibidlibunderfire terror syria real terrorist realdonaldtrump assad regime russian government,russia
74,3608.0,https://twitter.com/TeamWrana/status/1101258524120629248,russia fisu universiade wug2019 teamsweden vinteruniversiaden2019 studentidrott ,8.754329456322806e+17,,Feb,28.0,2019.0,russia fisu universiade wug2019 teams sweden winter universiade2019 student sport,russia
75,3619.0,https://twitter.com/JiJiDoublet/status/1101262856799043587,wonder woman russia,1632215611.0,,Feb,28.0,2019.0,wonder woman russia,russia
76,3631.0,https://twitter.com/CrimeBossTrump/status/1101254379376689154,donald trump deal making like russia sold alaska america 72 million ,8.290358944139182e+17,,Feb,28.0,2019.0,donald trump deal making like russia sold alaska america 72 million,russia
77,3633.0,https://twitter.com/ninopagliccia/status/1101265250471469056,russia china block us push un action venezuela  via shareaholic us resolution spirit un charter consuladovenvan embavenezcanada endblockadecuba larrywasslen ledrapeaurouge rojo1948 danielmkovalik,248046605.0,,Feb,28.0,2019.0,russia china block us push un action venezuela  via shareaholic us resolution spirit un charter consuladovenvan embavenezcanada endblockadecuba larrywasslen ledrapeaurouge rojo1948 danielmkovalik,russia
78,3639.0,https://twitter.com/SafetyPinDaily/status/1101263302389198848,leaks trumps justice department prosecutes mostly trump cronies russia james risen ,449600949.0,,Feb,28.0,2019.0,leaks trumps justice department prosecutes mostly trump cronies russia james risen,russia
79,3664.0,https://twitter.com/EndGameWW3/status/1101255762028961792,americas russias proposals un venezuela fail americas proposal got vetoed russia china russias proposal didnt get enough votes,32792712.0,,Feb,28.0,2019.0,americas russias proposals un venezuela fail americas proposal got vetoed russia china russias proposal didnt get enough votes,russia
80,9559.0,https://twitter.com/ColeToon/status/1091123504035127296,trump russia investigation mafia state ,15988419.0,,Jan,31.0,2019.0,trump russia investigation mafia state,russia
81,9585.0,https://twitter.com/opinion/status/1091117412966195206,americas intervention venezuela isnt imperialism fighting imperialism china cuba russia ,227682918.0,,Jan,31.0,2019.0,americas intervention venezuela isnt imperialism fighting imperialism china cuba russia,russia
82,9592.0,https://twitter.com/PHNoble357/status/1091112993750958090,cnn playing game jr didnt talk freaking dad russia meeting merica,252220513.0,,Jan,31.0,2019.0,cnn playing game jr didnt talk freaking dad russia meeting merica,russia
83,9622.0,https://twitter.com/ATLReign/status/1091110120988262402,sporksgg nlaaer russia love thank support ,1.0392979836769034e+18,,Jan,31.0,2019.0,sporksgg nlaaer russia love thank support,russia
84,4059.0,https://twitter.com/acnewsitics/status/1156714985818677248,trump cares russia california,1.0801880523650294e+18,,Jul,31.0,2019.0,trump cares russia california,russia
85,8580.0,https://twitter.com/TRTWorldNow/status/1145463930820714498,turkeys president erdogan says russia iran turkey hold summit syria july ntv,8.046050498591457e+17,,Jun,30.0,2019.0,turkeys president erdogan says russia iran turkey hold summit syria july ntv,russia
86,8627.0,https://twitter.com/BlacklistedNews/status/1144232942698242048,russian government demands foreign press outlets register privilege delivering news russia ,26163517.0,,Jun,27.0,2019.0,russian government demands foreign press outlets register privilege delivering news russia,russia
87,8638.0,https://twitter.com/techdirt/status/1143957586317733889,russian government demands foreign press outlets register privilege delivering news russia ,11382292.0,,Jun,26.0,2019.0,russian government demands foreign press outlets register privilege delivering news russia,russia
88,8642.0,https://twitter.com/AP_Trevor/status/1144622914567884801,ap comparative government amp politics set 2 frqs students scored best last question exam lowest q4,308711195.0,,Jun,28.0,2019.0,ap comparative government amp politics set 2 frqs students scored best last question exam lowest q4,russia
89,9409.0,https://twitter.com/IlvesToomas/status/1112504261261185024,read russia ,579747564.0,,Mar,31.0,2019.0,read russia,russia
90,9421.0,https://twitter.com/hrm_1973/status/1112503080166146049,reaganbattalion definitely need go russia china time put end madness,1854392378.0,,Mar,31.0,2019.0,reaganbattalion definitely need go russia china time put end madness,russia
91,9424.0,https://twitter.com/RRISC01/status/1112495831649644544,russia ordered killing made sense assassin started talking ,7.781385955509617e+17,,Mar,31.0,2019.0,russia ordered killing made sense assassin started talking,russia
92,9440.0,https://twitter.com/bdmmetal/status/1112490235563266048,russia come,51199921.0,,Mar,31.0,2019.0,russia come,russia
93,5061.0,https://twitter.com/SheIsTenacious/status/1134605058476105729,justice department defies court order release transcripts mike flynns calls russia public demforce,7.852875360840049e+17,,May,31.0,2019.0,justice department defies court order release transcripts mike flynns calls russia public demforce,russia
94,5082.0,https://twitter.com/theduachie/status/1134596244976865286,dancofran marisac721 msmary1949 malcolmnance msnbc russia made clear prefer republicans run us dont expect efforts mcturtles part stop,2888962706.0,,May,31.0,2019.0,dancofran marisac721 msmary1949 malcolmnance msnbc russia made clear prefer republicans run us dont expect efforts mcturtles part stop,russia
95,5102.0,https://twitter.com/DEsfandiary/status/1134590535669338112,lol iranian americans bigger problem russia isis,50247421.0,,May,31.0,2019.0,lol iranian americans bigger problem russia isis,russia
96,5134.0,https://twitter.com/BettyB919/status/1134608581293162496,patmbsb palmerreport yep see russia lodge,1594571598.0,,May,31.0,2019.0,patmbsb palmerreport yep see russia lodge,russia
97,7606.0,https://twitter.com/glamelegance/status/1200922397483970560,donaldtrump represent us represents russia,36807657.0,,Nov,30.0,2019.0,donaldtrump represent us represents russia,russia
98,7611.0,https://twitter.com/lovecandice_/status/1200899635897937926,candice via instagram numero russia ,956330690.0,,Nov,30.0,2019.0,candice via instagram russia number,russia
99,7654.0,https://twitter.com/jasonhaber/status/1200923619314016256,realdonaldtrump consult russia sending,18366023.0,,Nov,30.0,2019.0,realdonaldtrump consult russia sending,russia
100,7656.0,https://twitter.com/PauloH1312/status/1200899739740516352,presstv make russia leninist,2457107472.0,,Nov,30.0,2019.0,presstv make russia leninist,russia
101,7019.0,https://twitter.com/EvanKirstel/status/1190044542201937921,russia disconnect internet means ,35203319.0,,Oct,31.0,2019.0,russia disconnect internet means,russia
102,7027.0,https://twitter.com/chigirl913/status/1190036579265458177,juliadavisnews make russia great,46576178.0,,Oct,31.0,2019.0,juliadavisnews make russia great,russia
103,7073.0,https://twitter.com/MilesDibble76/status/1190054544010612737,gopleader okay let russia interfere,1.0773127696098755e+18,,Oct,31.0,2019.0,gopleader okay let russia interfere,russia
104,10175.0,https://twitter.com/staronline/status/1178817561858727936,king rules russia ,22594051.0,,Sep,30.0,2019.0,king rules russia,russia
105,10270.0,https://twitter.com/telesurenglish/status/1177342345181839360,nicolasmaduro president nicolasmaduro meeting putin optimistic steps taken installation national dialogue table full support russian governmentcooperacinrusiavenezuela ,296005306.0,,Sep,26.0,2019.0,nicolasmaduro president nicolasmaduro meeting putin optimistic steps taken installation national dialogue table full support russian governmentcooperacinrusiavenezuela,russia
106,5657.0,https://twitter.com/bigredwavenow/status/1256006867941130240,flynn lying mike vpnot russia presidentt realdonaldtrump whitehouse secretservice genflynn ,1.0361037803269939e+18,,Apr,30.0,2020.0,flynn lying mike vpnot russia presidentt realdonaldtrump whitehouse secretservice genflynn,russia
107,5663.0,https://twitter.com/BFT_Podcast/status/1255995428958502913,lindsey graham found order sent doj evidence emerges russia probe,7.427926810263757e+17,,Apr,30.0,2020.0,lindsey graham found order sent doj evidence emerges russia probe,russia
108,5701.0,https://twitter.com/BiwayCanada/status/1256000412907376641,mother russia dont get virus virus gets,1.2402645790217585e+18,,Apr,30.0,2020.0,mother russia dont get virus virus gets,russia
109,5710.0,https://twitter.com/jilevin/status/1256005985010954254,get lie msnbcs ari melber breaks new russia probe flynn docs ,24733117.0,,Apr,30.0,2020.0,get lie msnbcs ari melber breaks new russia probe flynn docs,russia
110,5712.0,https://twitter.com/AmoneyResists/status/1255996175976710144,donaldjtrumpjr well work russia,7.398441979356447e+17,,Apr,30.0,2020.0,donaldjtrumpjr well work russia,russia
111,5715.0,https://twitter.com/threadreaderapp/status/1256009064007585794,stevenboone2007 saluti read thelastrefuge2 flynns targeting evolution 1 started 2016 flynn fara russia 2 flynn fara russia ended jan 4  see soon,8.958149389959578e+17,,Apr,30.0,2020.0,stevenboone2007 saluti read thelastrefuge2 flynns targeting evolution 1 started 2016 flynn fara russia 2 flynn fara russia ended jan 4  see soon,russia
112,5743.0,https://twitter.com/BaddCompani/status/1254474761452679169,lets forget russian government russian mafia,8.686730672238879e+17,,Apr,26.0,2020.0,lets forget russian government russian mafia,russia
113,915.0,https://twitter.com/RTMcFadyen/status/1300573569445814272,assistance russia fbi,7.634718892891873e+17,,Aug,31.0,2020.0,assistance russia fbi,russia
114,943.0,https://twitter.com/KateMikal3/status/1300570777570467841,jrubinblogger pro russia asset party,8.514341501166756e+17,,Aug,31.0,2020.0,jrubinblogger pro russia asset party,russia
115,945.0,https://twitter.com/SamRamani2/status/1300576785122373634,even realm vaccine development algeria morocco competitorsalgeria working russias coronavirus vaccinemorocco working chinas coronavirus vaccine,1957610664.0,,Aug,31.0,2020.0,even realm vaccine development algeria morocco competitorsalgeria working russias coronavirus vaccinemorocco working chinas coronavirus vaccine,russia
116,969.0,https://twitter.com/thecinemasnob/status/1300583569149001729,russia love cinema snob  via youtube,22799632.0,,Aug,31.0,2020.0,russia love cinema snob  via youtube,russia
117,972.0,https://twitter.com/dcherring/status/1300582236371128320,little russia,44909288.0,,Aug,31.0,2020.0,little russia,russia
118,1030.0,https://twitter.com/McFaul/status/1299850944977412098,restate looks like mr rybakov left russian government june 2020 linkedin bio ,454099919.0,,Aug,29.0,2020.0,restate looks like mr rybakov left russian government june 2020 linkedin bio,russia
119,5357.0,https://twitter.com/WatchnDaWorld/status/1344785424229740554,dni declassifies brennan notes clinton russia collusion ,2666598398.0,,Dec,31.0,2020.0,dni declassifies brennan notes clinton russia collusion,russia
120,5358.0,https://twitter.com/DVM_Vet/status/1344767586752487425,buon anno happy new year feliz ao ,3098802441.0,,Dec,31.0,2020.0,happy new year happy new year feliz ao,russia
121,5379.0,https://twitter.com/PatiKRoll11/status/1344795088178724864,wants elections like russia wants vlad,2711718543.0,,Dec,31.0,2020.0,wants elections like russia wants vlad,russia
122,5397.0,https://twitter.com/BrookOliver2000/status/1344768327139299330,alimhaider jaketapper russia gate try,1.2697004414885028e+18,,Dec,31.0,2020.0,alimhaider jaketapper russia gate try,russia
123,5399.0,https://twitter.com/McFaul/status/1344790934194556928,says happy new year,454099919.0,,Dec,31.0,2020.0,says happy new year,russia
124,5463.0,https://twitter.com/MontyBoa99/status/1343654128736743424,jim jordan government doesnt kill congregations meet indoorscovid19 does ,8.308865531237007e+17,,Dec,28.0,2020.0,jim jordan government doesnt kill congregations meet indoorscovid19 does,russia
125,1322.0,https://twitter.com/colonelhomsi/status/1233888343714189312,dont illusions russia lot cards play,1125633032.0,,Feb,29.0,2020.0,dont illusions russia lot cards play,russia
126,3157.0,https://twitter.com/standtallnroar/status/1223388882697211904,doc exposes israeli plot prepare arab lands jewish settlement using martial law  trump usa america irandeal iran russia eu deepstate israel maga propaganda syria iraq palestine palestiniens breaking news,2889274562.0,,Jan,31.0,2020.0,doc exposes israeli plot prepare arab lands jewish settlement using martial law  trump usa america irandeal iran russia eu deepstate israel maga propaganda syria iraq palestine palestiniens breaking news,russia
127,3158.0,https://twitter.com/IsaacdeAbraham/status/1223394391265550338,aouattara prci afraid sorokguillaume well said london lifts arrest warrants leaves ivorian people decided october 2020kremlinrussia e mfa russia banquemondiale un ueenci realdonaldtrump emmanuelmacron officielgps ,1.0512057915570545e+18,,Jan,31.0,2020.0,aouattara prci afraid sorokguillaume well said london lifts arrest warrants leaves ivorian people decided october 2020kremlinrussia e mfa russia banquemondiale un ueenci realdonaldtrump emmanuelmacron officielgps,russia
128,3167.0,https://twitter.com/Patrice_Brost/status/1223385629905575938,sarah palin sees russia house lisa murkowski see russians party angry lisamurkowski shamimpeachmenttrial,120151540.0,,Jan,31.0,2020.0,sarah palin sees russia house lisa murkowski see russians party angry lisamurkowski shamimpeachmenttrial,russia
129,3261.0,https://twitter.com/_RGArmstrong/status/1222541209140375553,protonmail better endorsement protonmail blocked russian government,1.0802039710489518e+18,,Jan,29.0,2020.0,protonmail better endorsement protonmail blocked russian government,russia
130,10742.0,https://twitter.com/realTuckFrumper/status/1289329841049722882,fauci urges caution china russia virus vaccines ,55060090.0,,Jul,31.0,2020.0,fauci urges caution china russia virus vaccines,russia
131,10743.0,https://twitter.com/RepDonBeyer/status/1289340688266432512,russiaukrainechinanow brazil,2962868158.0,,Jul,31.0,2020.0,russiaukrainechinanow brazil,russia
