"full_text","user_id_str","created_at","url"
"This is patently absurd.

My company has helped 1000s of OEMs source manufacturing services. I'm not aware of a single conversation about China that didn't start and end with cost.

Even with increasing labor rates, China is still:

• 60% cheaper than US for production workers;… https://t.co/dMElg3Gy2A","25337770","Sat Sep 30 23:59:01 +0000 2023","https://twitter.com/joelmfg/status/1708270252956737984"
"Australia and our region should be watching the US and Europe walking back support for Ukraine, leaving them totally fucked in a short time and paying close attention. Why? Because when the upcoming China conflict gets too messy they will do the same thing to our region and… https://t.co/4cfRnWiKgl","1490195932507705345","Sat Sep 30 23:58:41 +0000 2023","https://twitter.com/tur14865416/status/1708270168793858379"
"China town has entered the chat","1590927215285485569","Sat Sep 30 23:30:15 +0000 2023","https://twitter.com/416x92/status/1708263014179242231"
"It's World War III if it's Russia/China/Iran (and probably a few others) versus NATO and Japan. NATO curbstomping Russia is not World War III. But it is probably how a nuclear exchange begins, because if you're Russia, that's the only chance you have.","1145702015374438401","Sat Sep 30 23:21:53 +0000 2023","https://twitter.com/VDAREJamesK/status/1708260910064644353"
"The Biden family and their business associates received over $24 million in payments from foreign nationals in China, Russia, Ukraine, Romania, and Kazakhstan from 2014 to 2019.

What were they selling?","4205133682","Sat Sep 30 23:58:00 +0000 2023","https://twitter.com/GReschenthaler/status/1708269997720584229"
"Colonization shapes nations and leaves scars. Nonetheless, complex nations like China &amp; India moved past that history to surpass their colonizers in economic strength.

As they are, so are we - Independent. 

Our destiny is in our hands. 

Cheers to the Motherland 🥂

WAGMI💪🏽","1735733990","Sat Sep 30 23:48:55 +0000 2023","https://twitter.com/oreowolabi_/status/1708267712323961235"
"Clown News Network: (@CNN) ""US issues stark warning about China’s information efforts""

What about a story on how Lloyd Austin and Antony Blinken made fortunes selling access to the military-industrial complex? 

What about the propaganda from DC about Ukraine?","146095589","Sat Sep 30 23:56:28 +0000 2023","https://twitter.com/geraldcelente/status/1708269611635150869"
"While Western Leaders Look Away, China's Spies Are Everywhere https://t.co/Yx4o2DHWee","1099388530172674048","Sat Sep 30 23:56:51 +0000 2023","https://twitter.com/GordoCDA/status/1708269709773410328"
"This is outrageous CRTC

""Require online streaming services to provide the CRTC with information related to their content and subscribership""

""Online streaming services will need to make and support Indigenous content."" 

Is this communist China or Canada? 😕
#cdnpoli","729246649","Sat Sep 30 23:48:14 +0000 2023","https://twitter.com/schtev69/status/1708267541976727609"
"The Crescent Spring is located in Dunhuang, Gansu Province of China. It can be considered a natural wonder of the Gobi Desert. Just as its name implies, the lake appears like a crescent moon and with its crystal clear water, resembles a turquoise or pearl inlaid in vast desert. https://t.co/F40TfXvDtf","991575826364690432","Sat Sep 30 23:58:05 +0000 2023","https://twitter.com/thesilkroad/status/1708270020751773797"
"Neocons: our NATO wunderweapons will destroy the #Russian beast

Russia: &lt;destroys wunderweapons like it's cool&gt;

Neocons: GET READY FOR THE PAIN, CHINA

China: 🤣","3824924375","Sat Sep 30 23:32:52 +0000 2023","https://twitter.com/futureradiocast/status/1708263671871234348"
"I made it back to Australia! Never flying China southern again. Saw my mother so she was bored of me by the end!","850264190","Sat Sep 30 23:35:10 +0000 2023","https://twitter.com/GingerGeorgiana/status/1708264252354736301"
"China accused of forcibly separating Uyghur children - UCA News https://t.co/rlB838jxff","1288424085328998400","Sat Sep 30 23:25:56 +0000 2023","https://twitter.com/Justice4Uyghur/status/1708261928311619661"
"1Oct 2023:  Many Congratulations to China on 74th Independence Day and 74th Anniversary of Founding of People's Republic of China.
Huge Military parade celebrations in Beijing signals China's intention to rule and take on the world.","37527604","Sat Sep 30 23:32:57 +0000 2023","https://twitter.com/leehuiseng/status/1708263695426650137"
"@tommyboy0690 You dont have to go to China to find people who agree with that idea! You just need to google @realDonaldTrump https://t.co/c7N9hZKCU1","1025501160285896706","Sat Sep 30 23:33:33 +0000 2023","https://twitter.com/Dangerous0987/status/1708263844538118255"
"“Emergency powers only apply when our government, and only our government, can control the outcome. But rising CO2 is an issue where the vast majority of control belongs to others—such as China, which is currently building over 100 coal plants.”
https://t.co/hVL1BUP6Lc","32913997","Sat Sep 30 23:30:14 +0000 2023","https://twitter.com/AlexEpstein/status/1708263009385107864"
"The US Sanctions on countries worldwide is criminal. They are brutal.  The G77 +China represents upwards of 80% of the global population. #Sanctions Kills!","20736974","Sat Sep 30 23:46:00 +0000 2023","https://twitter.com/GlobalPeeks/status/1708266980518580484"
"“republic of china” https://t.co/6EOUIAAd1F","862855129908862976","Sat Sep 30 23:36:23 +0000 2023","https://twitter.com/souljagoytellem/status/1708264560782725514"
"China already leads research in most key science disciplines, with EQUAL worker numbers. Meaning this overtake is just the tip of the iceberg as 10x the STEM workforce comes online in the next few decades (an amount equal to TOTAL current force is coming every 4 years).

Enjoy.","4515887952","Sat Sep 30 23:59:20 +0000 2023","https://twitter.com/todistetta/status/1708270334284333329"
"@RLehbib @mog_china It is used for chawaya &amp; facilitates the way for you to go to heaven😇🔥🚀
&amp; bonus: a lovely song🎶 https://t.co/yEFZ29tYdX","1491184541813329929","Sat Sep 30 23:46:15 +0000 2023","https://twitter.com/Q87OXO87Q/status/1708267043445727302"
"I’m so sick of being preached to by hypocritesand especially FJB! Now it’s our appliances he’s after. Joe when you were eating out everynight and your meals were prepared by a gas stove,I was eating a salad. When you were flying to make a deal with China, I was walking to work","774424139314569217","Sat Sep 30 23:38:29 +0000 2023","https://twitter.com/joannacaMAGA/status/1708265086236938416"
"Very important thread on #China:","929472309823451136","Sat Sep 30 23:56:16 +0000 2023","https://twitter.com/Y_Wenli/status/1708269560577528159"
"@abhijitmajumder CIA. China. Soros. And their sinister network in India.
Interesting video.
@NIA_India 
@narendramodi 
@AmitShah 
@PMOIndia 
@HMOIndia","1587304778752819201","Sat Sep 30 23:51:12 +0000 2023","https://twitter.com/PallaviSinha_/status/1708268286423765080"
"China had threatened Taiwan so often…
…it lulled the people into becoming numb.
But sometimes threats become actions…

When a scandal broke days before an election, the polls for the leading candidate collapsed, and a relatively unknown third-party candidate became Taiwan’s… https://t.co/kTxl9gjIJd","4125667450","Sat Sep 30 23:33:31 +0000 2023","https://twitter.com/jamesrosone/status/1708263839387586685"
"@Sharon_Kuruvila it’s a “only Nixon could go to China thing” but with “only a Republican could be this camp and get away with it”","855559759633764354","Sat Sep 30 23:25:43 +0000 2023","https://twitter.com/TNOQuoProQuid/status/1708261874305761379"
"Man i feel so bad for my bluetooth earbuds at work 😭

First i lost one near the beginning so I only have one earbud left

And then I drop this mfer to the ground and now the case hinge fell off JCKSKC

It still works tho,,

Durable little thing from China frfr https://t.co/jdNzIq6Sfa","1494854157525606401","Sat Sep 30 23:42:35 +0000 2023","https://twitter.com/Saphera_deNoma/status/1708266118371242098"
"The Rebuked Ones.
Title: ""Honor"" (2023)
Artist: Earle Augustus 
Medium: China pencil sketchbook paper.
Dimensions: 7"" x 7""
•
•
#art #artwork
#drawing #sketch
#earleaugustus 
#earleaugustusstudio
#artist #dj
#therebukedones 
#contemporaryart 
#abstractart 
#abstractartist https://t.co/OzM1JHdP9i","19850012","Sat Sep 30 23:51:09 +0000 2023","https://twitter.com/EarleAugustus/status/1708268273760890922"
"the future.

Namely it's because within 1 generation, China went from about 3% of the population attending college to 60%, meaning those graduating numbers are only beginning to reflect in the aggregate workforce.

Currently, even according to hostile think tanks like ASPI, ...","4515887952","Sat Sep 30 23:55:54 +0000 2023","https://twitter.com/todistetta/status/1708269468382900429"
"@TimothyDSnyder Also, remember that China is watching what we do as they consider whether it is time to go after Taiwan.","1486099160994615302","Sat Sep 30 23:49:51 +0000 2023","https://twitter.com/JHNTruthTeller/status/1708267946366120310"
"Today is 1st of October, China's National Day.
The anniversary of founding of the People's Republic in 1949.

So of course the ABC's top story on China is a smear attempt.

This is not news, it's just childish shallow propaganda
#auspol
https://t.co/JvDXRaleRW via @ABCaustralia","1353872252823953408","Sat Sep 30 23:43:16 +0000 2023","https://twitter.com/t_hypocracy/status/1708266290031505817"
"Washington’s pandas are going back to China after more than 50 years — and maybe for good.

And this is happening right when ties between the country and the US are at a historic low. @ryanbeckwith explains https://t.co/hUv9uyUrBm https://t.co/0ZGp9aYAKI","35002876","Sat Sep 30 23:36:00 +0000 2023","https://twitter.com/BloombergTV/status/1708264461117907254"
"@GundamNorthrop #China cares deeply about food safety.  That's why they banned Taiwanese fruit and Japanese seafood.  Of course the reality is that there is no such thing as food safety in #China...but hypocrisy is a big part of #CCP culture.  @MFA_China @MOFA_Taiwan @MofaJapan_en @japantimes","1604737966156369921","Sat Sep 30 23:40:18 +0000 2023","https://twitter.com/SlyChristy1/status/1708265542535282793"
"#Polls show more voters realize #Biden isnt mentally fit 2b #President-yet many still plan 2vote 4him!? I talk about reasons 4this paradox (#Obama v other #Dems), #dementia, his destruction of #America, selling out2 #China,etc with @mrmarkdolan on @GBNEWS 
https://t.co/AJXUPBHqYx","391153576","Sat Sep 30 23:29:56 +0000 2023","https://twitter.com/DrCaroleMD/status/1708262935855038573"
"@TimothyDSnyder I think the opposite. America, first of all, has pretty much always been unreliable. Supporting Ukraine will definitely hasten Russia to be buddies with China. When the entire Western world is attacking you, you need to find alternative allies, so China. This is not rocket…","77782779","Sat Sep 30 23:46:05 +0000 2023","https://twitter.com/dorongrill/status/1708266999741317539"
"@Alaniies @awastedgenius @DonutOperator China also kills millions of people who do not agree with the government dictates. How’s that sound?","1367892917197500416","Sat Sep 30 23:27:02 +0000 2023","https://twitter.com/princealbert00g/status/1708262205073011039"
"“#South_China_Sea and the Rules-Based International Order,” Presentation to Conference on Navigating Complexities: Building Regional Trust and Stability in the South China Sea, #EU_Delegation to #ASEAN and Centre for ASEAN Regionalism Universiti Malaya, Jakarta, 25 September 2023","2857747237","Sat Sep 30 23:56:54 +0000 2023","https://twitter.com/carl_thayer/status/1708269724088615298"
"Washington’s pandas are going back to China after more than 50 years — and maybe for good.

And this is happening right when ties between the country and the US are at a historic low. @ryanbeckwith explains https://t.co/0tPBjK3Cry https://t.co/DBKDEIZcuG","34713362","Sat Sep 30 23:36:00 +0000 2023","https://twitter.com/business/status/1708264461008884183"
"@socialist_app white guy tells you to hate China, but from ""the left""","1412197087396057088","Sat Sep 30 23:52:03 +0000 2023","https://twitter.com/EmeraldCityML/status/1708268502279467396"
"@prasadgc I hope there's at least one anti-China person who got excited about this Chyna-bad story and then got disappointed. I hope I have ruined their day.","1406910114154508288","Sat Sep 30 23:44:08 +0000 2023","https://twitter.com/SuspendedRobot/status/1708266510580625767"
"@Israel @MFA_China @IsraelinChina nice cooking https://t.co/MG22eZ8M9I","4842251195","Sat Sep 30 23:47:05 +0000 2023","https://twitter.com/3lfares/status/1708267252741443612"
"@WouterTeunissen China next year?","1243246101899206658","Sat Sep 30 23:45:10 +0000 2023","https://twitter.com/safwaankay/status/1708266769457316030"
"@DistopianGirl @NaqviMA @GOV2UK Morning 🙂

I find it incredibly chilling 😮

The kind of behaviour from a govt in China, Russia, N Korea......

#ToriesOut451 #GeneralElectionNow","1248731077075664898","Sat Sep 30 23:54:25 +0000 2023","https://twitter.com/SallyMi83941850/status/1708269095555092636"
"@Kandahar_Cabana This day is simply created so companies can sell orange shorts and corporations can stage team bonding pictures. It's endless virtue signalling. 

No immigrant from China, India, Europe, Africa or South America will go march against the state that gave them a roof over their…","1411713243676958724","Sat Sep 30 23:30:21 +0000 2023","https://twitter.com/SikhHCA/status/1708263038779072828"
"If before Ukraine these were not needed. It seems NATO is preparing for a future conflict with Russia.  The west is desperate to bring China and Russia to their knees. For the future of my kids, I hope they fail.","1484551444904566788","Sat Sep 30 23:46:36 +0000 2023","https://twitter.com/CaptainNotSacks/status/1708267129848647897"
"China: ""We'll top this.  And no Bono!""","14587939","Sat Sep 30 23:53:12 +0000 2023","https://twitter.com/chinahand/status/1708268790209990878"
"The United States naively assumed that China opening its economy would lead inexorably to greater social &amp; political liberalization; instead, it just give the CCP more money to invest in surveillance tech, a military buildup &amp; espionage/disinformation/influence operations.","1609815258125959169","Sat Sep 30 23:14:02 +0000 2023","https://twitter.com/LuisECayetano83/status/1708258936309285025"
"@BlacksOrganize @CtrlAltDel_user In all the years I’ve heard about China Mac I still don’t know what his connection to the Hip Hop culture is? Is he a DJ, a emcee, producer, what is he seriously?👎🏿💯","1242146718277414913","Sat Sep 30 23:57:19 +0000 2023","https://twitter.com/CornellSims2/status/1708269827792548064"
"@arenb @johncusack Exactly what position does Hunter hold in the Biden administration? How many patents did he secure from China, how many loans from Russia, how many BILLIONS From Saudi princes after delivering an American journalist to be slaughtered?","1897570772","Sat Sep 30 23:46:58 +0000 2023","https://twitter.com/bobnde79/status/1708267220831510755"
"What’s more, because the price of internet-age technology dropped off of a cliff with China’s manufacturing explosion, most Afghans had and have cellphones. They were ‘far’ more interested in what their democratically elected leaders said and did than Americans have ever been.","1447597153644331018","Sat Sep 30 23:45:39 +0000 2023","https://twitter.com/AnalyticaCamil1/status/1708266892027162718"
"Ryder Cup is on, but underrated development in men's golf this weekend: Korean players Sungjae Im and Si Woo Kim about to get their military service exemptions. Korea has a big lead in the team competition at the Asian Games in Hangzhou, China, with final round underway","46611500","Sat Sep 30 23:58:39 +0000 2023","https://twitter.com/Jeeho_1/status/1708270162502426849"
"@populistrevolt2 @BGrueskin We literally had a POTUS who went off the deep end--- he was making people around him nervous. Clearly, China was unnerved by his rhetoric.  The president is not a king, he can't just launch a nuke without others being involved, and generals don't follow illegal orders.","112469136","Sat Sep 30 23:23:33 +0000 2023","https://twitter.com/jcartwit/status/1708261331252523477"
"@mikebeckhamsm He makes some great points and isn’t wrong. I’ve worked a lot over seas and in China, so get it. We have to deal more here to build back what we have lost the last few decades.","805173338","Sat Sep 30 23:39:39 +0000 2023","https://twitter.com/bdsummerfield/status/1708265379674349827"
"@VsimPohuy @VsimPohuy And good luck  finding suckers that will trust USA and risk CHinese revenge after x decades if they decide to help USA fight with China. :P
USA will have to fight alone in such conditions.","1573751213807509507","Sat Sep 30 23:31:10 +0000 2023","https://twitter.com/TrollFake16/status/1708263245306310712"
"@mattturck right. every product you can buy today at Best Buy is probably connected to the internet now.

but the value chain was captured at the hw level in China and not at the software level in Silicon Valley

so i guess the operation was a success but the patient died","14393567","Sat Sep 30 23:48:13 +0000 2023","https://twitter.com/vibhu/status/1708267535710175547"
"@abcnews Odd that the ABC neglected to mention the UHRP is funded by the US government as a tool to spread misinformation. China’s response to extremism has certainly worked better than the West’s where we imprison people for decades without charge, hold secret trials &amp; engage in torture.","393050854","Sat Sep 30 23:35:11 +0000 2023","https://twitter.com/AlanShore51/status/1708264256368722376"
"@oldhockeycards So many: The Roadrunner, the Rocket, 
Pocket Rocket, Russian Rocket. Flower.
Gump. Boom Boom. Mr Hockey. 
The Golden Jet. The China Wall (Bower)
The Chicoutimi Cucumber (Vezina)
The Dominator. Chris Knuckles Nilan.
Battleship Bob Kelly. Gary Suitcase Smith. Kent Magic Man Nilsson","398460653","Sat Sep 30 23:48:13 +0000 2023","https://twitter.com/Markets_Options/status/1708267538189037814"
"@Keri1101 @TimothyDSnyder It’s not about “helping a friend.” 

It’s all about America retreating as the pre-eminent world superpower power; settling for being a regional power only; handing over the pre-eminent status to Russia (and China).
I can hardly believe how myopic the cut-Ukraine-loose shtick is.","84074624","Sat Sep 30 23:53:01 +0000 2023","https://twitter.com/solamiga/status/1708268743132860678"
"@pengulican And ppl will still say its bc of china like, no guys riots just homophobic it aint that deep","1288511025243926528","Sat Sep 30 23:16:57 +0000 2023","https://twitter.com/gil4nerimazeth/status/1708259667497922712"
"For those who might not be aware, Senator Feinstein was ""infiltrated"" by a Chinese Spy for over twenty years while her husband was simultaneously making multi-million dollar investments in Chinese government-owned industries while Feinstein pushed for support of China's trade… https://t.co/bDi5pFZYhG","1651002793317003264","Fri Sep 29 16:35:42 +0000 2023","https://twitter.com/Ultrafrog17/status/1707796301755404531"
"JUST IN: Senator John Fetterman calls out China for buying up American farm land before going off on a tangent about Pandas.

He also suggested we take back their land.

“The Chinese government and other US adversaries should own zero, zero agricultural land in our country. I… https://t.co/YT5K4hfffG","890061634181373952","Wed Sep 27 18:46:37 +0000 2023","https://twitter.com/CollinRugg/status/1707104473326522394"
"JUST IN : TRADING OF CHINA’S EVERGRANDE SHARES HAVE JUST RANDOMLY BEEN HALTED 

NO REASON HAS BEEN GIVEN BY THE STOCK EXCHANGE, THE COMPANY OR THE CHINESE GOVERNMENT https://t.co/6GSj4Ut3EB","109813243","Thu Sep 28 01:03:32 +0000 2023","https://twitter.com/gurgavin/status/1707199327712444629"
"There can’t be anyone more upset about the passing of Diane Feinstein than the Chinese government https://t.co/ZBGW4ZYNTM","1469326752078082053","Fri Sep 29 13:57:11 +0000 2023","https://twitter.com/_InfiniteZeal/status/1707756409784324166"
"2023 Chinese Government Scholarship Program for International Students

Host Country: China

Study Level:
• Undergraduate
• Masters
• PhD 

Eligible: All Countries

Benefits:
✅Full Scholarship
✅CNY 3,500 Stipend 

Deadline: Not specified

APPLY↙️
https://t.co/H4UuIBR8HC https://t.co/X2vmxH1dGA","1313377981688164352","Thu Sep 28 20:30:00 +0000 2023","https://twitter.com/scholarsregion/status/1707492877465539040"
"For those who might not be aware, Senator Feinstein was ""infiltrated"" by a Chinese Spy for over twenty years while her husband was simultaneously making multi-million dollar investments in Chinese government-owned industries while Feinstein pushed for support of China's trade…","1096037705790750721","Fri Sep 29 18:51:41 +0000 2023","https://twitter.com/texan_maga/status/1707830524058747105"
"SARS-CoV-2 was most likely synthesized in a Chinese lab.

That lab received funding by Drs. Fauci &amp; Collins, and collaborated with Peter Daszak, Eddie Holmes, and more.

These western scientists and the Chinese government have misled the world about the origins of the virus.","1481707872970960896","Fri Sep 29 02:48:04 +0000 2023","https://twitter.com/WashburneAlex/status/1707588023117111377"
"Jack showed me the medals awarded by the Chinese government with great pride. We Chinese never forget our old friends. https://t.co/AhlLDel90g","1450167431658418176","Thu Sep 28 21:38:02 +0000 2023","https://twitter.com/CGHuangPingNY/status/1707509999176421588"
"Yet another enforced disappearance and secret trial in Xinjiang — Uyghur academic Rahile Dawut has now been sentenced to life in prison.

The world should not let the Chinese government get away with these efforts to silence Uyghur voices. https://t.co/6ZTpociMwt","14700316","Sat Sep 30 04:32:16 +0000 2023","https://twitter.com/hrw/status/1707976630428160492"
"#Chinese government is so powerful they could stop this but they obviously like it because they stubbornly refuse #AnimalLaw.
People with full lives and real friends and a ringing phone don't have time for this nonsense.","791440926707253248","Fri Sep 29 15:08:49 +0000 2023","https://twitter.com/PhaedraXTeddy/status/1707774438941278283"
"Face of man who is FREE in #China. 
He did spend 15 DAYS in jail but not for putting live animals in blenders for 10 years, that doesn't matter to Chinese government that has not one law against #AnimalCruelty.
Imagine a future where people are put in blenders for entertainment,…","791440926707253248","Fri Sep 29 15:34:33 +0000 2023","https://twitter.com/PhaedraXTeddy/status/1707780913797447919"
"“The Chinese government and other US adversaries should own zero, zero agricultural land in our country. I believe that,” said Fetterman.

https://t.co/clm75OWx3S https://t.co/fCC3zxmZxC","19723699","Thu Sep 28 21:25:35 +0000 2023","https://twitter.com/TexasScorecard/status/1707506864202645924"
"There is no distinction between big and small countries, only mutual respect with Chinese government. African government leaders once said that  President Xi met with African leaders one by one, rather than cramming them all into one bus like the Americans.","1374340280007106567","Fri Sep 29 08:35:22 +0000 2023","https://twitter.com/JJkoh11/status/1707675423273070797"
"The West: China is a totalitarian communist dictatorship where there is no personal liberty at all. 😢

The Chinese government casually having ultra hot girls twerking on TV like no tomorrow on a normal day: 👯‍♀️👯‍♀️👯‍♀️","83198392","Sat Sep 30 10:59:30 +0000 2023","https://twitter.com/slipknothooh/status/1708074083269956035"
"Now Chinese citizens with a social credit score of 550 or above can get a free CCTV surveillance camera from Chinese government. https://t.co/yykboI8aRb","1374317368361447434","Thu Sep 28 18:02:34 +0000 2023","https://twitter.com/songpinganq/status/1707455776707772921"
"Boxer Rebellion - A Chinese Government Road Safety Office. Don’t be caught driving over 20 mph per hour in Peking, as the consequences are severe. 
#28mm #BoxerRebellion https://t.co/rp22bwytSK","771868495","Fri Sep 29 10:05:52 +0000 2023","https://twitter.com/gareth_lane/status/1707698195982106693"
"Exactly. The same people who locked down millions of small businesses because the lying Chinese government told them to, folks who forced hardworking , proud Americans into food kitchen lines for a cold, can fûck ALL the way off with their shutdown sob stories now.","1277594966705963009","Sat Sep 30 14:19:24 +0000 2023","https://twitter.com/Villgecrazylady/status/1708124388598383014"
"President Ferdinand R. Marcos Jr. has sent a strong message to the Chinese government when he ordered the Philippine Coast Guard (PCG) to cut the floating 300-meter buoys","192849591","Sat Sep 30 11:33:14 +0000 2023","https://twitter.com/pcogovph/status/1708082571564007783"
"Walters testified to Congress Sept. 19 that TPS “maintains an ACTIVE connection” with the Chinese Government. This was a month after the district terminated its contract with Confucius Classroom.

Great work as always by ⁦@walliswrites⁩  https://t.co/YooLDI0LAZ","1658192114","Fri Sep 29 03:20:49 +0000 2023","https://twitter.com/MBryanOK/status/1707596264747970621"
"#NIO $NIO Chinese government encourages EV companies in China to (Consolidate)!

Article 👇

https://t.co/1ftdRhm115","1645130155923472385","Fri Sep 29 16:40:06 +0000 2023","https://twitter.com/BullishNIO/status/1707797410590961696"
"Rep. Crockett: ""I will ask for unanimous consent to enter into the record...a fact sheet with Trump's shady business dealings with the Chinese government...""","1243560408025198593","Thu Sep 28 18:41:46 +0000 2023","https://twitter.com/MeidasTouch/status/1707465640725118999"
"Love how this shithead takes a shot at Trump by calling him a dictator when he literally contacted his counterpart in the PLA and told him he wouldn’t obey ant orders given to him by 45 and would call ahead to warn the Chinese government about certain actions. Traitorous garbage.","1501554903507947520","Sat Sep 30 15:27:45 +0000 2023","https://twitter.com/DudeWipesFan/status/1708141591175590147"
"FETTERMAN: “I hope many of our colleagues agree the Chinese government [and adversaries] should own ZERO – zero agricultural land in our country. I believe that.” 

https://t.co/Z3TKka6hSr","1398376668192985091","Sat Sep 30 13:00:28 +0000 2023","https://twitter.com/FLVoiceNews/status/1708104523728740775"
"TikTok is the biggest espionage operation ever carried out against US citizens by a foreign government. 

The Chinese government has a backdoor on 150 million US devices.

Lawmakers need to ban this App without delay.","3472380732","Thu Sep 28 19:48:41 +0000 2023","https://twitter.com/jacobhelberg/status/1707482482159804609"
"A charter school CEO pushes back against Ryan Walters' claim about the Chinese government's involvement in Tulsa schools. 

What documents reveal about this situation: https://t.co/XRDMnKZRcb

@OKCFOX @AdamKing_News https://t.co/SmvQibkTHB","3509235313","Fri Sep 29 02:28:06 +0000 2023","https://twitter.com/DavidChasanov/status/1707582997489135739"
"In the popular Chinese comic book Sanmao (三毛流浪记) created by Chinese artist Zhang Leping in 1935, we see what happened to China (Shanghai) when China was under the “Rules Based International Order” of the West under the “democratic” rule of the KMT Chinese government. You can… https://t.co/Kqw26OYWu4","1108458116377530368","Wed Sep 27 11:38:41 +0000 2023","https://twitter.com/KingKong9888/status/1706996780796448790"
